지점,일시,기온(°C),풍향(deg),풍속(m/s),강수량(mm),현지기압(hPa),해면기압(hPa),습도(%),일사(MJ/m^2),일조(hr)
637,2016-05-21 19:00,25.5,28.3,0.5,0,1014.1,1016.6,,0,0
637,2016-05-21 20:00,22.2,290.1,1.7,0,1014.7,1017.3,,0,0
637,2016-05-21 21:00,20.9,263.4,1,0,1015.3,1017.9,,0,0
637,2016-05-21 22:00,20.3,286.2,1.6,0,1015.6,1018.2,,0,0
637,2016-05-21 23:00,19,149.9,0.7,0,1015.6,1018.2,,0,0
637,2016-05-22 0:00,18,0,0.2,0,1015.4,1018,,0,0
637,2016-05-22 1:00,17.9,0,0.3,0,1015.2,1017.8,,0,0
637,2016-05-22 2:00,16.4,207.2,1.2,0,1015.2,1017.8,,0,0
637,2016-05-22 3:00,17.2,157.9,1.8,0,1015,1017.6,,0,0
637,2016-05-22 4:00,16.8,102.7,1,0,1015,1017.6,,0,0
637,2016-05-22 5:00,15.3,109.6,0.7,0,1014.9,1017.5,,0,0
637,2016-05-22 6:00,17.2,84.3,1.8,0,1015,1017.6,,0,0
637,2016-05-22 7:00,17.9,148.8,1,0,1015.4,1018,,0,0
637,2016-05-22 8:00,20.4,136.3,0.7,0,1015.4,1018,,0,0
637,2016-05-22 9:00,22.4,102.2,0.9,0,1015.2,1017.7,,0,0
637,2016-05-22 10:00,24,71.9,2,0,1015,1017.5,,0,0
637,2016-05-22 11:00,26,69.8,1.4,0,1014.5,1017,,0,0
637,2016-05-22 12:00,27.3,60.8,1.6,0,1014,1016.5,,0,0
637,2016-05-22 13:00,28.6,167,2.4,0,1013.4,1015.9,,0,0
637,2016-05-22 14:00,30.4,124.5,3.2,0,1012.9,1015.4,,0,0
637,2016-05-22 15:00,30.9,148.8,2.2,0,1012.6,1015.1,,0,0
637,2016-05-22 16:00,30.5,129.6,3.6,0,1011.9,1014.4,,0,0
637,2016-05-22 17:00,30.2,139.8,2.7,0,1011.8,1014.3,,0,0
637,2016-05-22 18:00,29.3,169.4,1,0,1011.7,1014.2,,0,0
637,2016-05-22 19:00,24.1,291.2,3,0,1011.8,1014.3,,0,0
637,2016-05-22 20:00,22.1,320.9,1.4,0,1012.3,1014.8,,0,0
637,2016-05-22 21:00,20.1,313.8,1.3,0,1013.7,1016.3,,0,0
637,2016-05-22 22:00,19.2,304.4,2.3,0,1013.9,1016.5,,0,0
637,2016-05-22 23:00,17.2,134.6,0.6,0,1013.8,1016.4,,0,0
637,2016-05-23 0:00,16.9,231,0.8,0,1013.9,1016.5,,0,0
637,2016-05-23 1:00,15.5,270.7,1,0,1013.3,1015.9,,0,0
637,2016-05-23 2:00,15.8,66.1,0.5,0,1013.3,1015.9,,0,0
637,2016-05-23 3:00,15.5,178.8,0.9,0,1012.9,1015.5,,0,0
637,2016-05-23 4:00,15.4,190.8,1,0,1012.6,1015.2,,0,0
637,2016-05-23 5:00,14.3,217.1,1.1,0,1012.8,1015.4,,0,0
637,2016-05-23 6:00,14.5,0,0.2,0,1012.9,1015.5,,0,0
637,2016-05-23 7:00,17.6,0,0.4,0,1012.8,1015.4,,0,0
637,2016-05-23 8:00,20.5,91.1,1.7,0,1012.8,1015.4,,0,0
637,2016-05-23 9:00,22.3,160.8,0.5,0,1012.6,1015.1,,0,0
637,2016-05-23 10:00,24.2,147.4,0.7,0,1012.3,1014.8,,0,0
637,2016-05-23 11:00,26,173.5,1.2,0,1011.7,1014.2,,0,0
637,2016-05-23 12:00,27.1,156.2,1.1,0,1011.1,1013.6,,0,0
637,2016-05-23 13:00,29.3,83.6,1.9,0,1010.5,1013,,0,0
637,2016-05-23 14:00,29.3,68.3,2,0,1009.5,1012,,0,0
637,2016-05-23 15:00,27.4,311.2,2.2,0,1008.9,1011.4,,0,0
637,2016-05-23 16:00,25.5,295.3,4.1,0,1008.2,1010.7,,0,0
637,2016-05-23 17:00,24.8,297.1,3.6,0,1007.6,1010.1,,0,0
637,2016-05-23 18:00,23.5,301,2.7,0,1007.5,1010,,0,0
637,2016-05-23 19:00,20.8,300,3.7,0,1007.8,1010.4,,0,0
637,2016-05-23 20:00,17.7,295,2.5,0,1008.1,1010.7,,0,0
637,2016-05-23 21:00,18,272.1,0.7,0,1008.3,1010.9,,0,0
637,2016-05-23 22:00,18.5,0,0.4,0,1008.1,1010.7,,0,0
637,2016-05-23 23:00,18.7,228.7,1.1,0,1007.7,1010.3,,0,0
637,2016-05-24 0:00,18.9,208.4,1,0,1007,1009.6,,0,0
637,2016-05-24 1:00,19.2,140,0.9,0,1006.3,1008.8,,0,0
637,2016-05-24 2:00,18,197.2,0.7,1,1005.8,1008.4,,0,0
637,2016-05-24 3:00,17.5,0,0.1,1.5,1005,1007.6,,0,0
637,2016-05-24 4:00,17.7,165.7,1.7,2.5,1004.1,1006.7,,0,0
637,2016-05-24 5:00,18,202.6,2.4,3.5,1004.1,1006.7,,0,0
637,2016-05-24 6:00,18.2,223,2.1,4,1004.3,1006.9,,0,0
637,2016-05-24 7:00,18.1,221.5,1.9,2.5,1004.3,1006.9,,0,0
637,2016-05-24 8:00,17.3,238.7,3.6,3.5,1004.7,1007.3,,0,0
637,2016-05-24 9:00,16.3,267.3,3.5,4.5,1005,1007.6,,0,0
637,2016-05-24 10:00,15.6,275.6,2.1,3.5,1005.2,1007.8,,0,0
637,2016-05-24 11:00,15.8,251.8,1.9,1.5,1005.3,1007.9,,0,0
637,2016-05-24 12:00,16.5,268.1,1.8,0.5,1005.5,1008.1,,0,0
637,2016-05-24 13:00,17.7,293.9,3.4,0,1005.2,1007.8,,0,0
637,2016-05-24 14:00,18.7,264.9,2.3,0,1004.8,1007.4,,0,0
637,2016-05-24 15:00,19.4,293,2.7,0,1004.4,1006.9,,0,0
637,2016-05-24 16:00,21.3,290.9,2,0,1004,1006.5,,0,0
637,2016-05-24 17:00,19.9,18.4,1.3,0,1004.1,1006.6,,0,0
637,2016-05-24 18:00,18.7,6.5,1.1,0,1004.3,1006.9,,0,0
637,2016-05-24 19:00,18.6,250.1,1.8,0,1004.5,1007.1,,0,0
637,2016-05-24 20:00,17.2,249.6,1.9,0,1005.1,1007.7,,0,0
637,2016-05-24 21:00,16.3,234.3,2,0,1006.2,1008.8,,0,0
637,2016-05-24 22:00,15.5,248.1,1.2,0,1006.5,1009.1,,0,0
637,2016-05-24 23:00,14.6,205.3,0.5,0,1006.8,1009.4,,0,0
637,2016-05-25 0:00,14.2,211.9,0.6,0,1006.9,1009.5,,0,0
637,2016-05-25 1:00,13.8,221.6,0.5,0,1007.1,1009.7,,0,0
637,2016-05-25 2:00,14.5,190.3,1.8,0,1007.4,1010,,0,0
637,2016-05-25 3:00,14.9,190.9,1.6,0,1007.4,1010,,0,0
637,2016-05-25 4:00,15.2,166.1,2,0,1007.2,1009.8,,0,0
637,2016-05-25 5:00,15.4,172.8,1,0,1007.4,1010,,0,0
637,2016-05-25 6:00,15.6,167.2,0.9,0,1008.1,1010.7,,0,0
637,2016-05-25 7:00,16.2,164.4,1.2,0,1008.6,1011.2,,0,0
637,2016-05-25 8:00,16.9,153.1,1.3,0,1008.6,1011.2,,0,0
637,2016-05-25 9:00,18.3,168.4,1.8,0,1008.5,1011.1,,0,0
637,2016-05-25 10:00,18.6,226,1.2,0,1008.6,1011.2,,0,0
637,2016-05-25 11:00,20.8,180.4,1,0,1008.7,1011.3,,0,0
637,2016-05-25 12:00,22.6,167.1,2,0,1008.9,1011.4,,0,0
637,2016-05-25 13:00,23.7,139.3,2.2,0,1008.2,1010.7,,0,0
637,2016-05-25 14:00,23.9,212.5,3.3,0,1007.8,1010.3,,0,0
637,2016-05-25 15:00,24.4,236.6,2.9,0,1007.1,1009.6,,0,0
637,2016-05-25 16:00,24.7,199.9,2.7,0,1006.8,1009.3,,0,0
637,2016-05-25 17:00,24.6,212.1,3.2,0,1006.3,1008.8,,0,0
637,2016-05-25 18:00,23.2,210.9,3.7,0,1006.3,1008.8,,0,0
637,2016-05-25 19:00,21.8,228.2,2.2,0,1006.6,1009.1,,0,0
637,2016-05-25 20:00,19.9,189.6,0.9,0,1007,1009.5,,0,0
637,2016-05-25 21:00,18.7,221.3,0.9,0,1007.8,1010.4,,0,0
637,2016-05-25 22:00,18.6,241,0.8,0,1008.4,1011,,0,0
637,2016-05-25 23:00,18.3,200.8,1.8,0,1008.7,1011.3,,0,0
637,2016-05-26 0:00,17.9,186,2.1,0,1008.7,1011.3,,0,0
637,2016-05-26 1:00,17.2,184.5,1.2,0,1008.6,1011.2,,0,0
637,2016-05-26 2:00,17.1,172.7,0.6,0,1008.6,1011.2,,0,0
637,2016-05-26 3:00,16.6,0,0.4,0,1008.5,1011.1,,0,0
637,2016-05-26 4:00,17.3,204.3,1.6,0,1008.5,1011.1,,0,0
637,2016-05-26 5:00,16.3,184.1,1.1,0,1008.8,1011.4,,0,0
637,2016-05-26 6:00,16.4,159.7,1.1,0,1008.4,1011,,0,0
637,2016-05-26 7:00,17.7,205.6,0.5,0,1008.5,1011.1,,0,0
637,2016-05-26 8:00,19.6,151.7,0.7,0,1008.6,1011.1,,0,0
637,2016-05-26 9:00,20.3,189.7,1.9,0,1008.6,1011.2,,0,0
637,2016-05-26 10:00,20.9,192.6,1.4,0,1008.2,1010.8,,0,0
637,2016-05-26 11:00,21.4,184,1.6,0,1008,1010.5,,0,0
637,2016-05-26 12:00,21.3,265.1,2.3,0,1008.6,1011.1,,0,0
637,2016-05-26 13:00,22.5,245.2,2,0,1008,1010.5,,0,0
637,2016-05-26 14:00,23,294.7,2,0,1007.5,1010,,0,0
637,2016-05-26 15:00,21.2,322.8,1.3,0,1008,1010.5,,0,0
637,2016-05-26 16:00,21.9,358.8,0.5,0,1007.3,1009.8,,0,0
637,2016-05-26 17:00,22,311.9,1.4,0,1007.2,1009.7,,0,0
637,2016-05-26 18:00,20.1,322.7,1.8,0,1007.2,1009.8,,0,0
637,2016-05-26 19:00,18.9,312.8,1.6,0,1007.9,1010.5,,0,0
637,2016-05-26 20:00,18.1,337.4,1.3,0,1008.2,1010.8,,0,0
637,2016-05-26 21:00,17.4,0,0.3,0,1008.6,1011.2,,0,0
637,2016-05-26 22:00,17,0,0.3,0,1009.2,1011.8,,0,0
637,2016-05-26 23:00,17,0,0.1,0,1009.5,1012.1,,0,0
637,2016-05-27 0:00,17,331.7,0.6,0,1009.7,1012.3,,0,0
637,2016-05-27 1:00,16.7,330.6,0.6,0,1009.8,1012.4,,0,0
637,2016-05-27 2:00,16,267.7,0.6,0,1010,1012.6,,0,0
637,2016-05-27 3:00,16,315.6,1,0,1009.9,1012.5,,0,0
637,2016-05-27 4:00,15.9,316,0.7,0,1010.2,1012.8,,0,0
637,2016-05-27 5:00,15.6,331.1,1,0,1010.5,1013.1,,0,0
637,2016-05-27 6:00,15.4,326.2,0.6,0,1010.7,1013.3,,0,0
637,2016-05-27 7:00,15.4,317.2,0.8,0,1010.9,1013.5,,0,0
637,2016-05-27 8:00,16.5,61.9,0.7,0,1011,1013.6,,0,0
637,2016-05-27 9:00,17.6,74.2,0.6,0,1011.1,1013.7,,0,0
637,2016-05-27 10:00,19.8,64.1,1.3,0,1010.8,1013.4,,0,0
637,2016-05-27 11:00,21.3,48.6,0.9,0,1010.5,1013.1,,0,0
637,2016-05-27 12:00,25,65.5,1.3,0,1010.1,1012.6,,0,0
637,2016-05-27 13:00,26.1,79.3,1.7,0,1009.6,1012.1,,0,0
637,2016-05-27 14:00,26.3,7.9,1.9,0,1008.6,1011.1,,0,0
637,2016-05-27 15:00,25.5,20,2.2,0,1008.2,1010.7,,0,0
637,2016-05-27 16:00,23.8,307.7,2.2,0,1008.5,1011,,0,0
637,2016-05-27 17:00,22.1,306.2,2.7,0,1008.5,1011,,0,0
637,2016-05-27 18:00,21.6,301.2,1.9,0,1008,1010.5,,0,0
637,2016-05-27 19:00,20.9,311.3,1.9,0,1008.3,1010.9,,0,0
637,2016-05-27 20:00,19.8,307.3,1.4,0,1008.6,1011.1,,0,0
637,2016-05-27 21:00,19.1,286.9,0.7,0,1008.2,1010.8,,0,0
637,2016-05-27 22:00,18.9,313,1,0,1007.8,1010.4,,0,0
637,2016-05-27 23:00,18.4,338.1,1,0,1008.1,1010.7,,0,0
637,2016-05-28 0:00,17.4,224.7,1.2,0,1007.9,1010.5,,0,0
637,2016-05-28 1:00,16.8,241.6,1.2,0,1008.3,1010.9,,0,0
637,2016-05-28 2:00,15.8,0,0.4,0,1008.2,1010.8,,0,0
637,2016-05-28 3:00,15.5,238.1,0.5,0,1008.1,1010.7,,0,0
637,2016-05-28 4:00,16,237.1,0.9,0,1007.8,1010.4,,0,0
637,2016-05-28 5:00,16.1,231.8,0.8,0,1007.7,1010.3,,0,0
637,2016-05-28 6:00,16.3,298.2,0.9,0,1008,1010.6,,0,0
637,2016-05-28 7:00,17.1,290.9,0.5,0,1008.1,1010.7,,0,0
637,2016-05-28 8:00,18.4,280.7,1.1,0,1008.1,1010.7,,0,0
637,2016-05-28 9:00,20,261.7,0.9,0,1008.1,1010.7,,0,0
637,2016-05-28 10:00,21.7,40.2,1,0,1007.8,1010.3,,0,0
637,2016-05-28 11:00,22.4,50.6,1.5,0,1007.3,1009.8,,0,0
637,2016-05-28 12:00,23.9,64.7,1.7,0,1006.6,1009.1,,0,0
637,2016-05-28 13:00,25.4,12.9,2.3,0,1005.9,1008.4,,0,0
637,2016-05-28 14:00,25.7,14.6,2.6,0,1005,1007.5,,0,0
637,2016-05-28 15:00,25.8,353.6,2.3,0,1004.6,1007.1,,0,0
637,2016-05-28 16:00,24.5,302.2,3.6,0,1004.5,1007,,0,0
637,2016-05-28 17:00,24.1,318.9,2.6,0,1004.4,1006.9,,0,0
637,2016-05-28 18:00,23.7,316.4,1.9,0,1004.3,1006.8,,0,0
637,2016-05-28 19:00,21.8,293.4,2.9,0,1004.5,1007,,0,0
637,2016-05-28 20:00,20.4,300.6,2.4,0,1005,1007.6,,0,0
637,2016-05-28 21:00,19.1,305.8,2.1,0,1005.3,1007.8,,0,0
637,2016-05-28 22:00,17.4,0,0.3,0,1005.4,1008,,0,0
637,2016-05-28 23:00,15.5,236.5,0.8,0,1005.2,1007.8,,0,0
637,2016-05-29 0:00,16.3,284.4,1.2,0,1004.8,1007.4,,0,0
637,2016-05-29 1:00,15.9,314.6,1,0,1004.5,1007.1,,0,0
637,2016-05-29 2:00,16.1,289.7,1,0,1004.3,1006.9,,0,0
637,2016-05-29 3:00,16.2,0,0.4,0,1003.8,1006.4,,0,0
637,2016-05-29 4:00,16.3,0,0.2,0,1003.7,1006.3,,0,0
637,2016-05-29 5:00,16.2,246.3,0.6,0,1003.5,1006.1,,0,0
637,2016-05-29 6:00,16.6,191.4,0.8,0,1003.5,1006.1,,0,0
637,2016-05-29 7:00,17.1,226.7,1.4,0,1004,1006.6,,0,0
637,2016-05-29 8:00,17.4,289.1,1.4,0,1004.6,1007.2,,0,0
637,2016-05-29 9:00,17.7,306.9,1.1,0,1004.6,1007.2,,0,0
637,2016-05-29 10:00,18.5,194.2,0.5,0,1004.2,1006.8,,0,0
637,2016-05-29 11:00,20.4,221.1,0.5,0,1004,1006.6,,0,0
637,2016-05-29 12:00,22.2,75.9,1.4,0,1003.5,1006,,0,0
637,2016-05-29 13:00,24.8,101.7,1.1,0,1002.5,1005,,0,0
637,2016-05-29 14:00,24.9,45.5,2.1,0,1002,1004.5,,0,0
637,2016-05-29 15:00,25.3,298.9,2.6,0,1001.5,1004,,0,0
637,2016-05-29 16:00,25.9,303.4,2.8,0,1001.2,1003.7,,0,0
637,2016-05-29 17:00,25.7,292.7,3.6,0,1001,1003.5,,0,0
637,2016-05-29 18:00,24.2,299.1,2.9,0,1001.5,1004,,0,0
637,2016-05-29 19:00,22,290.4,2.7,0,1002,1004.5,,0,0
637,2016-05-29 20:00,20.3,278.5,2.2,0,1002.3,1004.8,,0,0
637,2016-05-29 21:00,18.8,264.2,1.7,0,1002.8,1005.3,,0,0
637,2016-05-29 22:00,17.6,243.8,1.1,0,1003.3,1005.9,,0,0
637,2016-05-29 23:00,16.7,241.2,1.1,0,1003.4,1006,,0,0
637,2016-05-30 0:00,16.3,249.1,1.5,0,1003.6,1006.2,,0,0
637,2016-05-30 1:00,16.5,251.6,1.4,0,1003.6,1006.2,,0,0
637,2016-05-30 2:00,15.5,236.1,1.4,0,1003.6,1006.2,,0,0
637,2016-05-30 3:00,14.7,213.4,0.9,0,1003.9,1006.5,,0,0
637,2016-05-30 4:00,14.4,232.3,1.1,0,1004.2,1006.8,,0,0
637,2016-05-30 5:00,14.4,217.9,0.8,0,1004.5,1007.1,,0,0
637,2016-05-30 6:00,14.2,233.8,1,0,1005,1007.6,,0,0
637,2016-05-30 7:00,16.6,217.2,0.7,0,1005.5,1008.1,,0,0
637,2016-05-30 8:00,19,266,0.7,0,1005.8,1008.4,,0,0
637,2016-05-30 9:00,20.8,276.5,1.1,0,1006,1008.5,,0,0
637,2016-05-30 10:00,22.2,66.5,1.9,0,1006.3,1008.8,,0,0
637,2016-05-30 11:00,23.3,73.6,1.8,0,1006.2,1008.7,,0,0
637,2016-05-30 12:00,25.1,30.5,1.8,0,1005.7,1008.2,,0,0
637,2016-05-30 13:00,26,303.5,2,0,1005.4,1007.9,,0,0
637,2016-05-30 14:00,26.8,288.8,2.4,0,1005,1007.5,,0,0
637,2016-05-30 15:00,28.4,331.3,1.8,0,1004.5,1007,,0,0
637,2016-05-30 16:00,27.3,338.5,1.9,0,1003.9,1006.4,,0,0
637,2016-05-30 17:00,26.7,336.4,1.9,0,1003.8,1006.3,,0,0
637,2016-05-30 18:00,25.6,307.5,3,0,1004.3,1006.8,,0,0
637,2016-05-30 19:00,23.8,290.7,2.8,0,1004.8,1007.3,,0,0
637,2016-05-30 20:00,22,242.9,1.6,0,1005.1,1007.6,,0,0
637,2016-05-30 21:00,20.2,236.6,0.5,0,1005.6,1008.2,,0,0
637,2016-05-30 22:00,19.7,235.5,1.9,0,1005.8,1008.3,,0,0
637,2016-05-30 23:00,18.3,206.3,0.8,0,1006.1,1008.7,,0,0
637,2016-05-31 0:00,18,197.9,0.6,0,1005.9,1008.5,,0,0
637,2016-05-31 1:00,17.7,213.5,1.8,0,1005.7,1008.3,,0,0
637,2016-05-31 2:00,17.1,212.7,1.4,0,1005.9,1008.5,,0,0
637,2016-05-31 3:00,16.6,168.6,0.7,0,1005.7,1008.3,,0,0
637,2016-05-31 4:00,16.3,208,1,0,1005.9,1008.5,,0,0
637,2016-05-31 5:00,15.9,190.1,1.2,0,1005.8,1008.4,,0,0
637,2016-05-31 6:00,16.2,178.7,1.3,0,1006.1,1008.7,,0,0
637,2016-05-31 7:00,17.5,214.2,1.7,0,1006.4,1009,,0,0
637,2016-05-31 8:00,19.6,205.1,1.8,0,1006.6,1009.1,,0,0
637,2016-05-31 9:00,21.9,211.6,2.2,0,1006.7,1009.2,,0,0
637,2016-05-31 10:00,23.9,244.3,2.4,0,1006.9,1009.4,,0,0
637,2016-05-31 11:00,24.2,239,2.6,0,1006.8,1009.3,,0,0
637,2016-05-31 12:00,23.2,321.5,2.5,0,1006.9,1009.4,,0,0
637,2016-05-31 13:00,24.2,83,1,0,1005.7,1008.2,,0,0
637,2016-05-31 14:00,24.6,131.3,2.3,0,1004.4,1006.9,,0,0
637,2016-05-31 15:00,27.2,214.3,3.9,0,1003.9,1006.4,,0,0
637,2016-05-31 16:00,27.5,223.2,2.6,0,1003.8,1006.3,,0,0
637,2016-05-31 17:00,22.4,338.7,3.1,0,1003.9,1006.4,,0,0
637,2016-05-31 18:00,22.9,330.3,2.2,0,1004.2,1006.7,,0,0
637,2016-05-31 19:00,22.3,310.2,2,0,1004.5,1007,,0,0
637,2016-05-31 20:00,20.7,269.7,2.4,0,1005.3,1007.8,,0,0
637,2016-05-31 21:00,19.6,241.5,1.8,0,1005.9,1008.4,,0,0
637,2016-05-31 22:00,18.7,324.2,1.1,0,1006.3,1008.9,,0,0
637,2016-05-31 23:00,18.3,342.2,0.8,0,1006.2,1008.8,,0,0
637,2016-06-01 0:00,17.5,42.8,0.6,0,1005.8,1008.4,,0,0
637,2016-06-01 1:00,17.3,104.8,0.5,0,1005.2,1007.8,,0,0
637,2016-06-01 2:00,17.2,0,0,0,1004.9,1007.5,,0,0
637,2016-06-01 3:00,17.1,0,0.4,0,1004.7,1007.3,,0,0
637,2016-06-01 4:00,17.8,55,0.8,0,1004.6,1007.2,,0,0
637,2016-06-01 5:00,17.8,52.4,1.2,0,1004.5,1007.1,,0,0
637,2016-06-01 6:00,17.9,47.7,1.7,0,1004.8,1007.4,,0,0
637,2016-06-01 7:00,18.7,70.9,1.6,0,1004.9,1007.5,,0,0
637,2016-06-01 8:00,20.3,78.8,2.5,0,1005.3,1007.9,,0,0
637,2016-06-01 9:00,22.4,91.4,3.8,0,1005.4,1007.9,,0,0
637,2016-06-01 10:00,24,78.1,3.3,0,1005,1007.5,,0,0
637,2016-06-01 11:00,26,95.6,3.6,0,1005,1007.5,,0,0
637,2016-06-01 12:00,26.1,70.6,3.2,0,1004.8,1007.3,,0,0
637,2016-06-01 13:00,27.5,73.9,3,0,1004.4,1006.9,,0,0
637,2016-06-01 14:00,28.3,72.5,2.5,0,1003.8,1006.3,,0,0
637,2016-06-01 15:00,29.1,67.5,2.4,0,1003.7,1006.2,,0,0
637,2016-06-01 16:00,28.8,55.2,2.1,0,1003.4,1005.9,,0,0
637,2016-06-01 17:00,28.7,60.5,2,0,1003.4,1005.9,,0,0
637,2016-06-01 18:00,27.3,353.4,1.7,0,1003.6,1006.1,,0,0
637,2016-06-01 19:00,24.2,317.2,1.8,0,1004.2,1006.7,,0,0
637,2016-06-01 20:00,23,305.8,2.4,0,1005.2,1007.7,,0,0
637,2016-06-01 21:00,21.3,258.3,1.4,0,1005.9,1008.4,,0,0
637,2016-06-01 22:00,20.3,292.6,2.5,0,1006.5,1009.1,,0,0
637,2016-06-01 23:00,19.2,268,1.1,0,1006.5,1009.1,,0,0
637,2016-06-02 0:00,17.8,255.4,0.7,0,1006.2,1008.8,,0,0
637,2016-06-02 1:00,17.5,159.8,0.8,0,1006.7,1009.3,,0,0
637,2016-06-02 2:00,17.4,72.7,0.6,0,1006.9,1009.5,,0,0
637,2016-06-02 3:00,16.4,196.3,0.9,0,1006.9,1009.5,,0,0
637,2016-06-02 4:00,16.9,181.7,1,0,1007.2,1009.8,,0,0
637,2016-06-02 5:00,16.1,151.5,0.8,0,1007.7,1010.3,,0,0
637,2016-06-02 6:00,16.6,164.9,0.9,0,1007.9,1010.5,,0,0
637,2016-06-02 7:00,19.5,148.4,1.6,0,1008.3,1010.9,,0,0
637,2016-06-02 8:00,21,159.6,1.6,0,1008.4,1011,,0,0
637,2016-06-02 9:00,22.6,150.3,0.9,0,1008.6,1011.1,,0,0
637,2016-06-02 10:00,24.1,141.6,1.5,0,1008.6,1011.1,,0,0
637,2016-06-02 11:00,25.8,167.5,1.7,0,1008.5,1011,,0,0
637,2016-06-02 12:00,26.2,75.7,2.5,0,1008.1,1010.6,,0,0
637,2016-06-02 13:00,27.7,75,2.5,0,1007.7,1010.2,,0,0
637,2016-06-02 14:00,27.4,349.9,2.4,0,1007.5,1010,,0,0
637,2016-06-02 15:00,27.8,359.3,2.4,0,1007.2,1009.7,,0,0
637,2016-06-02 16:00,27.2,338.7,1.9,0,1006.8,1009.3,,0,0
637,2016-06-02 17:00,27.3,322.6,1.5,0,1006.6,1009.1,,0,0
637,2016-06-02 18:00,26.1,328.7,1.7,0,1006.6,1009.1,,0,0
637,2016-06-02 19:00,23.8,296.2,3.1,0,1007.3,1009.8,,0,0
637,2016-06-02 20:00,22.6,285.1,1.2,0,1007.9,1010.4,,0,0
637,2016-06-02 21:00,20.7,212.2,1,0,1008.7,1011.3,,0,0
637,2016-06-02 22:00,19.3,243.3,1.3,0,1009.3,1011.9,,0,0
637,2016-06-02 23:00,18.5,0,0.3,0,1009.5,1012.1,,0,0
637,2016-06-03 0:00,17.8,0,0.4,0,1009.7,1012.3,,0,0
637,2016-06-03 1:00,17.2,0,0.1,0,1009.9,1012.5,,0,0
637,2016-06-03 2:00,17,204.2,1.6,0,1009.6,1012.2,,0,0
637,2016-06-03 3:00,17,200.9,1.4,0,1009.4,1012,,0,0
637,2016-06-03 4:00,16.7,194.6,2.6,0,1009.2,1011.8,,0,0
637,2016-06-03 5:00,16.6,206.8,2.5,0,1009.3,1011.9,,0,0
637,2016-06-03 6:00,16.8,193.7,1.3,0,1009.5,1012.1,,0,0
637,2016-06-03 7:00,17.5,202.5,2.1,0,1009.6,1012.2,,0,0
637,2016-06-03 8:00,18.8,218.6,2.1,0,1010,1012.6,,0,0
637,2016-06-03 9:00,21.3,187.9,1.6,0,1010.2,1012.8,,0,0
637,2016-06-03 10:00,23.8,140.9,1.6,0,1010.1,1012.6,,0,0
637,2016-06-03 11:00,24.6,93.3,2,0,1009.9,1012.4,,0,0
637,2016-06-03 12:00,25.3,80.8,2.1,0,1009.7,1012.2,,0,0
637,2016-06-03 13:00,25.8,78.9,2.5,0,1009,1011.5,,0,0
637,2016-06-03 14:00,27.1,55.2,2.3,0,1008.6,1011.1,,0,0
637,2016-06-03 15:00,27.2,7.6,2.2,0,1008.1,1010.6,,0,0
637,2016-06-03 16:00,25.5,326.8,2.3,0,1007.9,1010.4,,0,0
637,2016-06-03 17:00,25.3,327.3,2.1,0,1007.9,1010.4,,0,0
637,2016-06-03 18:00,24.1,310.4,2.1,0,1008.1,1010.6,,0,0
637,2016-06-03 19:00,22.3,304.8,2,0,1008.1,1010.6,,0,0
637,2016-06-03 20:00,21,291.5,2.2,0,1008.2,1010.8,,0,0
637,2016-06-03 21:00,20.1,296.4,2.5,0,1008.4,1011,,0,0
637,2016-06-03 22:00,19.5,0,0.1,0,1008.7,1011.3,,0,0
637,2016-06-03 23:00,18.9,248.8,1,0,1008.5,1011.1,,0,0
637,2016-06-04 0:00,18.9,0,0.2,0,1007.7,1010.3,,0,0
637,2016-06-04 1:00,18.4,266.3,0.8,0,1007.4,1010,,0,0
637,2016-06-04 2:00,18.7,304,1.5,0,1007.2,1009.8,,0,0
637,2016-06-04 3:00,18.2,0,0.3,0,1006.9,1009.5,,0,0
637,2016-06-04 4:00,18.1,0,0.4,0,1006.7,1009.3,,0,0
637,2016-06-04 5:00,17.4,234.9,1,0,1007.2,1009.8,,0,0
637,2016-06-04 6:00,18,173.7,0.9,0,1007.3,1009.9,,0,0
637,2016-06-04 7:00,18,202.7,0.9,0,1007.6,1010.2,,0,0
637,2016-06-04 8:00,19.5,183.9,0.8,0,1007.4,1009.9,,0,0
637,2016-06-04 9:00,20.7,44.5,0.9,0,1007.3,1009.9,,0,0
637,2016-06-04 10:00,20.9,320.9,0.6,0,1007,1009.6,,0,0
637,2016-06-04 11:00,20.6,320.6,1.3,0,1007.7,1010.3,,0,0
637,2016-06-04 12:00,21.3,235,0.9,0,1007.3,1009.8,,0,0
637,2016-06-04 13:00,20.7,243.5,2,0,1007.3,1009.9,,0,0
637,2016-06-04 14:00,20.8,283.6,2.1,0,1006.9,1009.5,,0,0
637,2016-06-04 15:00,20.8,299.5,1.6,0,1006.8,1009.4,,0,0
637,2016-06-04 16:00,21,294.1,1.6,0,1006.6,1009.1,,0,0
637,2016-06-04 17:00,20.5,297.9,1.4,0,1006.6,1009.2,,0,0
637,2016-06-04 18:00,20.4,319.3,0.9,0,1006.3,1008.9,,0,0
637,2016-06-04 19:00,19.6,301.9,0.9,0,1006.3,1008.8,,0,0
637,2016-06-04 20:00,19,312.1,2.2,0,1006.7,1009.3,,0,0
637,2016-06-04 21:00,17.9,295.1,2.2,0,1007.2,1009.8,,0,0
