 format: day,hour,value location:55_112 Start : 20160401 
1,0,13.8
1,100,16.4
1,200,18.700001
1,300,20.200001
1,400,21.5
1,500,21.299999
1,600,19.799999
1,700,20.1
1,800,18.9
1,900,18.200001
1,1000,14.6
1,1100,11.8
1,1200,10.1
1,1300,10.6
1,1400,10.1
1,1500,8.8
1,1600,7.6
1,1700,8.1
1,1800,7.8
1,1900,6.9
1,2000,6.3
1,2100,5.8
1,2200,6.1
1,2300,9.4
2,0,12.5
2,100,16.5
2,200,19.4
2,300,20.4
2,400,21.299999
2,500,21.700001
2,600,20.5
2,700,20.6
2,800,19.200001
2,900,17.1
2,1000,15.2
2,1100,13.3
2,1200,12
2,1300,11.2
2,1400,10.2
2,1500,9.8
2,1600,9.3
2,1700,8.9
2,1800,8.4
2,1900,8.2
2,2000,8.5
2,2100,8.2
2,2200,8.5
2,2300,9.1
3,0,9.6
3,100,10.4
3,200,11.1
3,300,12.1
3,400,12.4
3,500,11.9
3,600,11.9
3,700,12.1
3,800,10.7
3,900,10.1
3,1000,10.2
3,1100,10.1
3,1200,9.9
3,1300,9.8
3,1400,9.6
3,1500,8.5
3,1600,8
3,1700,7.9
3,1800,7.6
3,1900,7.4
3,2000,7
3,2100,6.4
3,2200,6.5
3,2300,8.9
4,0,11.5
4,100,13.7
4,200,15.6
4,300,16.1
4,400,17.5
4,500,17.1
4,600,16.5
4,700,15.3
4,800,15.1
4,900,13.8
4,1000,11.6
4,1100,10.2
4,1200,9.6
4,1300,8.9
4,1400,8
4,1500,7.3
4,1600,6.2
4,1700,5.5
4,1800,5.1
4,1900,4.6
4,2000,3.9
4,2100,3.8
4,2200,4.6
4,2300,7.3
5,0,10.7
5,100,13.5
5,200,15.1
5,300,16.4
5,400,17.200001
5,500,17.799999
5,600,16.9
5,700,17
5,800,16.4
5,900,15.1
5,1000,12.6
5,1100,10.7
5,1200,9.9
5,1300,8.7
5,1400,7.9
5,1500,7.4
5,1600,7.1
5,1700,5.9
5,1800,5.4
5,1900,4.6
5,2000,4.1
5,2100,4
5,2200,4.9
5,2300,8.7
6,0,11.8
6,100,14.1
6,200,16.1
6,300,18.200001
6,400,19.799999
6,500,20.799999
6,600,21.1
6,700,21.700001
6,800,20.200001
6,900,17.6
6,1000,15.3
6,1100,13.7
6,1200,10.8
6,1300,10.8
6,1400,10.9
6,1500,11.4
6,1600,9.5
6,1700,9.4
6,1800,9.4
6,1900,9.5
6,2000,9.6
6,2100,9.7
6,2200,9.9
6,2300,10.4
7,0,10.9
7,100,12.2
7,200,14.7
7,300,15.6
7,400,16.1
7,500,17.1
7,600,17.200001
7,700,17
7,800,16.200001
7,900,14.3
7,1000,12.1
7,1100,11
7,1200,10.5
7,1300,9.8
7,1400,9
7,1500,8.8
7,1600,8.1
7,1700,7.5
7,1800,7.6
7,1900,7.5
7,2000,7.5
7,2100,7.3
7,2200,7.3
7,2300,7.3
8,0,8.4
8,100,11.3
8,200,15
8,300,17.4
8,400,18.799999
8,500,18.1
8,600,14.7
8,700,13.4
8,800,12.2
8,900,10.7
8,1000,9.5
8,1100,8.8
8,1200,8.9
8,1300,8.7
8,1400,8.5
8,1500,8.3
8,1600,7.8
8,1700,7.9
8,1800,7.6
8,1900,8.1
8,2000,8.3
8,2100,8.6
8,2200,9
8,2300,9.5
9,0,10
9,100,10.8
9,200,11.8
9,300,12.9
9,400,15.5
9,500,17.200001
9,600,17.9
9,700,17.5
9,800,16.6
9,900,15
9,1000,13.6
9,1100,12
9,1200,11
9,1300,10.1
9,1400,9.6
9,1500,9.7
9,1600,9.8
9,1700,9.7
9,1800,10
9,1900,10.3
9,2000,10.4
9,2100,10
9,2200,9.6
9,2300,9.8
10,0,10.5
10,100,12
10,200,14.7
10,300,17.1
10,400,19.6
10,500,19.299999
10,600,18.4
10,700,16.9
10,800,12.2
10,900,10.9
10,1000,10.2
10,1100,9.3
10,1200,9.3
10,1300,9.4
10,1400,8.8
10,1500,8.6
10,1600,7.7
10,1700,6.2
10,1800,6
10,1900,5.2
10,2000,5.6
10,2100,5.4
10,2200,6.5
10,2300,8.3
11,0,10.3
11,100,12
11,200,13.6
11,300,15.5
11,400,16.6
11,500,17.799999
11,600,18
11,700,18
11,800,17.1
11,900,15.7
11,1000,13.6
11,1100,11.1
11,1200,10.4
11,1300,9.8
11,1400,9.4
11,1500,9.2
11,1600,8.6
11,1700,8.3
11,1800,8.7
11,1900,8.7
11,2000,8.7
11,2100,7.6
11,2200,8.3
11,2300,10.1
12,0,11.8
12,100,13.6
12,200,15.6
12,300,16.5
12,400,17.6
12,500,19.200001
12,600,19.5
12,700,17.200001
12,800,16.4
12,900,15.5
12,1000,13
12,1100,12.4
12,1200,11.6
12,1300,11.3
12,1400,11.8
12,1500,11.5
12,1600,11.4
12,1700,11.9
12,1800,12
12,1900,12
12,2000,11.1
12,2100,11.4
12,2200,11.8
12,2300,12
13,0,12.4
13,100,12.5
13,200,14.1
13,300,16.200001
13,400,16.9
13,500,18.9
13,600,18.9
13,700,20.1
13,800,19.799999
13,900,18.9
13,1000,15.8
13,1100,13.9
13,1200,12.2
13,1300,11.8
13,1400,10.9
13,1500,9.7
13,1600,9.7
13,1700,9.3
13,1800,8.8
13,1900,7.8
13,2000,8.4
13,2100,8.8
13,2200,9.2
13,2300,9.5
14,0,8.6
14,100,8.6
14,200,9.3
14,300,10.3
14,400,11.3
14,500,13.1
14,600,15.7
14,700,17
14,800,16.4
14,900,15.9
14,1000,12.3
14,1100,10.3
14,1200,8.7
14,1300,7.5
14,1400,6.7
14,1500,6.9
14,1600,6.4
14,1700,6
14,1800,5.8
14,1900,5.4
14,2000,4.9
14,2100,5.2
14,2200,5.9
14,2300,6.7
15,0,7.5
15,100,11.2
15,200,17
15,300,19.9
15,400,21.799999
15,500,22.4
15,600,23
15,700,20.9
15,800,19.700001
15,900,18.200001
15,1000,16
15,1100,13.5
15,1200,11.6
15,1300,10.8
15,1400,9.9
15,1500,8.9
15,1600,8.3
15,1700,8.2
15,1800,7.9
15,1900,7.8
15,2000,7.5
15,2100,6.5
15,2200,7.7
15,2300,11.7
16,0,15
16,100,16.5
16,200,18.6
16,300,18.5
16,400,19
16,500,19.5
16,600,18.9
16,700,17.200001
16,800,15.9
16,900,14
16,1000,12.9
16,1100,13
16,1200,13.6
16,1300,14.4
16,1400,15.7
16,1500,14.4
16,1600,12.7
16,1700,10.8
16,1800,9.5
