 format: day,hour,value location:55_112 Start : 20180101 
1,0,1
1,100,1.1
1,200,0.7
1,300,0.9
1,400,0.8
1,500,0.9
1,600,1.2
1,700,0.8
1,800,1
1,900,0.9
1,1000,0.9
1,1100,2
1,1200,2
1,1300,2.9
1,1400,2
1,1500,3.4
1,1600,3.6
1,1700,3.6
1,1800,2
1,1900,0.8
1,2000,0.4
1,2100,0.2
1,2200,1
1,2300,1.7
2,0,1.6
2,100,1.2
2,200,2.4
2,300,2.9
2,400,3.2
2,500,3.2
2,600,3.1
2,700,2.5
2,800,3.8
2,900,2
2,1000,2.2
2,1100,2.4
2,1200,4.1
2,1300,4.9
2,1400,4.3
2,1500,4.9
2,1600,3.9
2,1700,3
2,1800,3.1
2,1900,3.3
2,2000,2.7
2,2100,2.6
2,2200,1.7
2,2300,2.8
3,0,3.4
3,100,3.6
3,200,3.7
3,300,3.8
3,400,3.9
3,500,3.1
3,600,4.1
3,700,2.9
3,800,2.9
3,900,2.1
3,1000,2.1
3,1100,1.8
3,1200,4.3
3,1300,3.9
3,1400,4.1
3,1500,3.5
3,1600,3.2
3,1700,2.8
3,1800,2.3
3,1900,2.5
3,2000,2.3
3,2100,1.3
3,2200,1.1
3,2300,0.8
4,0,1.7
4,100,1.6
4,200,1.5
4,300,2.1
4,400,1.9
4,500,1.7
4,600,1.6
4,700,1.8
4,800,1.5
4,900,0.7
4,1000,0.5
4,1100,0.2
4,1200,0.6
4,1300,0.9
4,1400,1.3
4,1500,1.2
4,1600,1.1
4,1700,1.3
4,1800,0.9
4,1900,1.2
4,2000,0.7
4,2100,0.8
4,2200,0.9
4,2300,1.2
5,0,2.1
5,100,1.2
5,200,2.2
5,300,2.9
5,400,2.7
5,500,2.8
5,600,1.7
5,700,2.1
5,800,3.1
5,900,1.8
5,1000,1.5
5,1100,1.4
5,1200,2.3
5,1300,2.8
5,1400,3.6
5,1500,3.2
5,1600,2.5
5,1700,1.5
5,1800,1.2
5,1900,0.8
5,2000,1.3
5,2100,0.8
5,2200,0.7
5,2300,1.1
6,0,1.5
6,100,2.2
6,200,2.3
6,300,2.9
6,400,3.5
6,500,2.2
6,600,2.6
6,700,1.8
6,800,2.2
6,900,0.9
6,1000,1
6,1100,1.2
6,1200,0.4
6,1300,0.9
6,1400,0.4
6,1500,0.6
6,1600,1
6,1700,0.8
6,1800,1
6,1900,1.1
