 format: day,hour,value location:55_112 Start : 20190101 
1,0,0.6
1,100,1.3
1,200,1.4
1,300,1.6
1,400,1.3
1,500,2.9
1,600,2.6
1,700,3
1,800,2.1
1,900,1.5
1,1000,3.1
1,1100,3
1,1200,3.5
1,1300,2.4
1,1400,1.1
1,1500,0.3
1,1600,0.4
1,1700,0.3
1,1800,0.1
1,1900,0.1
1,2000,0.1
1,2100,0.1
1,2200,0.2
1,2300,0.6
2,0,0.4
2,100,1.8
2,200,3
2,300,3.1
2,400,2.7
2,500,3
2,600,2.2
2,700,1.8
2,800,0.2
2,900,0.5
2,1000,0.6
2,1100,1
2,1200,0.3
2,1300,1
2,1400,0.3
2,1500,0.9
2,1600,0.4
2,1700,1.2
2,1800,0.1
2,1900,0.2
2,2000,0.6
2,2100,0.6
2,2200,0.4
2,2300,0.2
3,0,0.8
3,100,1.5
3,200,2.1
3,300,2.1
3,400,1.8
3,500,1.7
3,600,1
3,700,0.1
3,800,0.5
3,900,0.4
3,1000,0.2
3,1100,0.2
3,1200,0.3
3,1300,0.8
3,1400,0.7
3,1500,0.3
3,1600,0.1
3,1700,0
3,1800,1.2
3,1900,0.6
3,2000,0
3,2100,0.4
3,2200,0.6
3,2300,0.4
4,0,0.3
4,100,0.5
4,200,1.9
4,300,1.5
4,400,1
4,500,1.2
4,600,1.8
4,700,0.8
4,800,0.5
4,900,1.3
4,1000,1.1
4,1100,0.2
4,1200,1.8
4,1300,1.8
4,1400,0.8
4,1500,0.5
4,1600,0.9
4,1700,2.9
4,1800,2.1
4,1900,1.4
4,2000,1.3
4,2100,0.3
4,2200,1.4
4,2300,1.4
5,0,2.1
5,100,2.8
5,200,3.2
5,300,3.1
5,400,3.6
5,500,3.5
5,600,2.5
5,700,1.9
5,800,2.6
5,900,2.4
5,1000,1
5,1100,1
5,1200,1.8
5,1300,0.8
5,1400,0.7
5,1500,0.3
5,1600,0.1
5,1700,0.2
5,1800,0.1
5,1900,0.5
5,2000,0.4
5,2100,0.3
5,2200,0.1
5,2300,1
6,0,0.6
6,100,1.6
6,200,2
6,300,1.6
6,400,2.4
6,500,3
6,600,1.6
6,700,1.1
6,800,0.3
6,900,0.1
6,1000,0.6
6,1100,0.1
6,1200,0.7
6,1300,0.3
6,1400,1
6,1500,0.9
6,1600,2.1
6,1700,1
6,1800,0.5
6,1900,0.5
6,2000,0.3
6,2100,0.3
6,2200,0.2
6,2300,0.6
7,0,0.3
7,100,0.7
7,200,1.9
7,300,2.9
7,400,2.5
7,500,3.1
7,600,1.7
7,700,1.9
7,800,0.3
7,900,0.5
7,1000,0.8
7,1100,0.9
7,1200,2.3
7,1300,1.1
7,1400,0.9
7,1500,0.7
7,1600,0.3
7,1700,1.2
7,1800,0
7,1900,0.1
7,2000,0.2
7,2100,0.1
7,2200,0.1
7,2300,0.8
8,0,1.2
8,100,4.4
8,200,4.4
8,300,3.5
8,400,3.2
8,500,3.7
8,600,4.5
8,700,3.4
8,800,3.6
8,900,4.6
8,1000,5.8
8,1100,3.3
8,1200,2.8
8,1300,2.9
8,1400,3.3
8,1500,2.4
8,1600,1.9
8,1700,1.8
8,1800,1.4
8,1900,0.2
8,2000,0.2
8,2100,0.1
8,2200,0
8,2300,0.6
9,0,1.1
9,100,1.3
9,200,1.1
9,300,0.8
9,400,0.9
9,500,1.7
9,600,2.2
9,700,0.8
9,800,0.3
9,900,0.4
9,1000,0.4
9,1100,0.4
9,1200,0.7
9,1300,0.1
9,1400,0
9,1500,0.9
9,1600,0.2
9,1700,0.1
9,1800,0
9,1900,0
9,2000,0.2
9,2100,0.4
9,2200,0
9,2300,0.8
10,0,0.4
10,100,1
10,200,1.1
10,300,2
10,400,0.4
10,500,0.4
10,600,0.7
10,700,0.1
10,800,1.6
10,900,2.8
10,1000,1.7
10,1100,1.5
10,1200,0.8
10,1300,0.5
10,1400,2.4
10,1500,2.4
10,1600,2.5
10,1700,1.9
10,1800,2.4
10,1900,0.5
10,2000,0
10,2100,0.1
10,2200,0
10,2300,0.3
11,0,1.3
11,100,1.1
11,200,1.6
11,300,1.3
11,400,1.4
11,500,3.1
11,600,2.9
11,700,1.4
11,800,1.2
11,900,0.6
11,1000,0.6
11,1100,0.4
11,1200,0.2
11,1300,0.4
11,1400,0.1
11,1500,0.1
11,1600,0.8
11,1700,0.6
11,1800,0.2
11,1900,0.4
11,2000,0.3
11,2100,1
11,2200,0.2
11,2300,0.2
12,0,0.7
12,100,1
12,200,1.8
12,300,1.3
12,400,2.1
12,500,1.9
12,600,1.3
12,700,1.2
12,800,1.2
12,900,0.8
12,1000,0.6
12,1100,0.5
12,1200,0.4
12,1300,0.7
12,1400,0.6
12,1500,0.6
12,1600,0.7
12,1700,0.3
12,1800,0.2
12,1900,0
12,2000,0.4
12,2100,0.6
12,2200,0.2
12,2300,0.8
13,0,0.3
13,100,0.7
13,200,1.5
13,300,1.7
13,400,2
13,500,2.6
13,600,2.2
13,700,0.9
13,800,0.7
13,900,0.9
13,1000,0.5
13,1100,0.3
13,1200,0.1
13,1300,0.4
13,1400,0.8
13,1500,0.8
13,1600,0.5
13,1700,0
13,1800,0.2
13,1900,0.2
13,2000,0.3
13,2100,0
13,2200,0.3
13,2300,1.1
14,0,1
14,100,0.7
14,200,1.8
14,300,0.7
14,400,1.5
14,500,0.9
14,600,1.3
14,700,1
