 format: day,hour,value location:55_112 Start : 20160401 
1,0,38
1,100,31
1,200,26
1,300,22
1,400,23
1,500,24
1,600,24
1,700,24
1,800,24
1,900,25
1,1000,33
1,1100,43
1,1200,49
1,1300,53
1,1400,58
1,1500,63
1,1600,66
1,1700,68
1,1800,72
1,1900,74
1,2000,75
1,2100,76
1,2200,74
1,2300,63
2,0,51
2,100,44
2,200,35
2,300,32
2,400,31
2,500,32
2,600,32
2,700,33
2,800,35
2,900,40
2,1000,48
2,1100,60
2,1200,68
2,1300,72
2,1400,77
2,1500,81
2,1600,84
2,1700,85
2,1800,89
2,1900,89
2,2000,89
2,2100,90
2,2200,89
2,2300,88
3,0,87
3,100,84
3,200,77
3,300,73
3,400,72
3,500,72
3,600,69
3,700,65
3,800,62
3,900,66
3,1000,68
3,1100,70
3,1200,71
3,1300,70
3,1400,71
3,1500,74
3,1600,74
3,1700,75
3,1800,75
3,1900,77
3,2000,78
3,2100,79
3,2200,74
3,2300,64
4,0,57
4,100,51
4,200,47
4,300,46
4,400,43
4,500,41
4,600,38
4,700,37
4,800,37
4,900,36
4,1000,38
4,1100,41
4,1200,42
4,1300,47
4,1400,50
4,1500,56
4,1600,62
4,1700,67
4,1800,72
4,1900,77
4,2000,80
4,2100,83
4,2200,76
4,2300,64
5,0,46
5,100,33
5,200,23
5,300,18
5,400,19
5,500,20
5,600,19
5,700,22
5,800,22
5,900,26
5,1000,36
5,1100,42
5,1200,44
5,1300,51
5,1400,53
5,1500,56
5,1600,60
5,1700,63
5,1800,66
5,1900,67
5,2000,69
5,2100,68
5,2200,60
5,2300,49
6,0,36
6,100,33
6,200,29
6,300,26
6,400,26
6,500,24
6,600,24
6,700,24
6,800,25
6,900,28
6,1000,38
6,1100,51
6,1200,72
6,1300,80
6,1400,83
6,1500,87
6,1600,90
6,1700,91
6,1800,92
6,1900,93
6,2000,93
6,2100,93
6,2200,91
6,2300,89
7,0,87
7,100,83
7,200,76
7,300,69
7,400,64
7,500,57
7,600,52
7,700,53
7,800,57
7,900,65
7,1000,72
7,1100,78
7,1200,82
7,1300,85
7,1400,87
7,1500,91
7,1600,92
7,1700,94
7,1800,95
7,1900,94
7,2000,93
7,2100,93
7,2200,91
7,2300,89
8,0,85
8,100,77
8,200,67
8,300,56
8,400,54
8,500,58
8,600,63
8,700,66
8,800,70
8,900,71
8,1000,76
8,1100,80
8,1200,84
8,1300,86
8,1400,88
8,1500,91
8,1600,92
8,1700,93
8,1800,94
8,1900,95
8,2000,95
8,2100,95
8,2200,92
8,2300,89
9,0,86
9,100,84
9,200,82
9,300,75
9,400,72
9,500,65
9,600,62
9,700,63
9,800,62
9,900,60
9,1000,63
9,1100,68
9,1200,74
9,1300,78
9,1400,82
9,1500,86
9,1600,87
9,1700,88
9,1800,90
9,1900,89
9,2000,90
9,2100,89
9,2200,88
9,2300,86
10,0,85
10,100,81
10,200,76
10,300,68
10,400,63
10,500,62
10,600,63
10,700,69
10,800,77
10,900,81
10,1000,81
10,1100,83
10,1200,85
10,1300,85
10,1400,87
10,1500,84
10,1600,79
10,1700,79
10,1800,82
10,1900,82
10,2000,83
10,2100,80
10,2200,78
10,2300,70
11,0,65
11,100,59
11,200,52
11,300,41
11,400,39
11,500,36
11,600,37
11,700,37
11,800,40
11,900,43
11,1000,51
11,1100,60
11,1200,66
11,1300,70
11,1400,71
11,1500,71
11,1600,74
11,1700,75
11,1800,76
11,1900,74
11,2000,71
11,2100,71
11,2200,67
11,2300,62
12,0,57
12,100,51
12,200,47
12,300,42
12,400,40
12,500,37
12,600,37
12,700,42
12,800,43
12,900,44
12,1000,49
12,1100,53
12,1200,57
12,1300,63
12,1400,70
12,1500,78
12,1600,80
12,1700,83
12,1800,87
12,1900,91
12,2000,94
12,2100,94
12,2200,93
12,2300,93
13,0,92
13,100,91
13,200,89
13,300,84
13,400,79
13,500,77
13,600,74
13,700,68
13,800,67
13,900,70
13,1000,77
13,1100,83
13,1200,86
13,1300,87
13,1400,89
13,1500,91
13,1600,92
13,1700,93
13,1800,93
13,1900,93
13,2000,94
13,2100,93
13,2200,92
13,2300,90
14,0,88
14,100,86
14,200,83
