 format: day,hour,value location:55_112 Start : 20190101 
1,0,-3
1,100,-2
1,200,-0.7
1,300,-1.1
1,400,-2.1
1,500,-0.2
1,600,-0.5
1,700,-1.1
1,800,-1.7
1,900,-1.9
1,1000,-2.3
1,1100,-2.8
1,1200,-3.1
1,1300,-3.7
1,1400,-4.1
1,1500,-5.8
1,1600,-6.6
1,1700,-7.8
1,1800,-8.2
1,1900,-8
1,2000,-8.3
1,2100,-8.3
1,2200,-8.8
1,2300,-5.7
2,0,-2.7
2,100,-0.6
2,200,0
2,300,0
2,400,0.6
2,500,0
2,600,-0.5
2,700,-2.1
2,800,-4.1
2,900,-4.7
2,1000,-4.9
2,1100,-5.5
2,1200,-6.3
2,1300,-5.8
2,1400,-6.7
2,1500,-6.2
2,1600,-6.6
2,1700,-6.2
2,1800,-7.5
2,1900,-8.1
2,2000,-8.2
2,2100,-9.3
2,2200,-9.2
2,2300,-5.7
3,0,-2.5
3,100,-0.5
3,200,0.7
3,300,1.3
3,400,1.5
3,500,1.6
3,600,1.2
3,700,-1.2
3,800,-2.8
3,900,-3.6
3,1000,-4.4
3,1100,-4.4
3,1200,-4.5
3,1300,-4.3
3,1400,-5.1
3,1500,-6.4
3,1600,-6.9
3,1700,-6.8
3,1800,-6
3,1900,-7.2
3,2000,-7.2
3,2100,-7.1
3,2200,-6.3
3,2300,-3.7
4,0,-1.7
4,100,0.5
4,200,2.7
4,300,2.7
4,400,3.3
4,500,3.9
4,600,3
4,700,1.7
4,800,0.1
4,900,-0.3
4,1000,-0.9
4,1100,-1.6
4,1200,-0.3
4,1300,-0.1
4,1400,0.2
4,1500,0.8
4,1600,1.3
4,1700,0
4,1800,-1.5
4,1900,-2.1
4,2000,-2.7
4,2100,-4.7
4,2200,-3.3
4,2300,-2
5,0,-0.1
5,100,0.3
5,200,0.1
5,300,0
5,400,0.5
5,500,0
5,600,-0.3
5,700,-1.7
5,800,-2.3
5,900,-2.5
5,1000,-3
5,1100,-5.1
5,1200,-4.8
5,1300,-5.8
5,1400,-6.1
5,1500,-6.6
5,1600,-6.1
5,1700,-6.5
5,1800,-6.8
5,1900,-8
5,2000,-7.4
5,2100,-6.5
5,2200,-6.9
5,2300,-5.1
6,0,-2.3
6,100,-0.1
6,200,1.5
6,300,2.3
6,400,2.5
6,500,2.4
6,600,2
6,700,-0.3
6,800,-2.9
6,900,-3.4
6,1000,-3.3
6,1100,-4.2
6,1200,-4.1
6,1300,-4.9
6,1400,-5.2
6,1500,-5.3
6,1600,-3.8
6,1700,-4.6
6,1800,-4.6
6,1900,-6.5
6,2000,-6.6
6,2100,-6.7
6,2200,-5.5
6,2300,-4.1
7,0,-0.6
7,100,1.6
7,200,3.4
7,300,3.4
7,400,3.6
7,500,2.7
7,600,2.3
7,700,1.2
7,800,-0.3
7,900,-1.1
7,1000,-1.1
7,1100,-0.8
7,1200,-0.4
7,1300,-2.2
7,1400,-2.5
7,1500,-2.2
7,1600,-3.5
7,1700,-2.3
7,1800,-4.4
7,1900,-5.3
7,2000,-5.4
7,2100,-6.5
7,2200,-5.9
7,2300,-2.8
8,0,-0.2
8,100,0.5
8,200,0.4
8,300,0.5
8,400,0.9
8,500,0.1
8,600,-0.4
8,700,-0.9
8,800,-1.3
8,900,-1.5
8,1000,-3.3
8,1100,-4.3
8,1200,-5.1
8,1300,-5.2
8,1400,-5.2
8,1500,-5.2
8,1600,-5.8
8,1700,-6.2
8,1800,-6.4
8,1900,-8.5
8,2000,-8.9
8,2100,-9.9
8,2200,-10
8,2300,-8
9,0,-5
9,100,-4
9,200,-2.4
9,300,-0.9
9,400,-0.3
9,500,-0.3
9,600,-1.1
9,700,-2.5
9,800,-4.4
9,900,-5.1
9,1000,-5
9,1100,-5.2
9,1200,-4.7
9,1300,-4.5
9,1400,-4.3
9,1500,-3.4
9,1600,-3.6
9,1700,-3.7
9,1800,-3.7
9,1900,-3.6
9,2000,-3.5
9,2100,-3.3
9,2200,-3.1
9,2300,-2.3
10,0,-0.5
10,100,-0.2
10,200,0
10,300,-0.1
10,400,-0.7
10,500,-0.8
10,600,-0.2
10,700,-1.2
10,800,-1.8
10,900,-1.8
10,1000,-1.3
10,1100,-1.1
10,1200,-1.1
10,1300,-1.2
10,1400,0
10,1500,-0.1
10,1600,0.4
10,1700,0.8
10,1800,0.4
10,1900,0.1
10,2000,-0.2
10,2100,-0.5
10,2200,-0.4
10,2300,0.3
11,0,1.2
11,100,4.2
11,200,4.6
11,300,5.9
11,400,6.2
11,500,5
11,600,4.5
11,700,3.7
11,800,3.1
11,900,1.9
11,1000,2.1
11,1100,0.2
11,1200,0.6
11,1300,1.3
11,1400,0.8
11,1500,0.5
11,1600,0.7
11,1700,0.8
11,1800,0.8
11,1900,0.5
11,2000,0.4
11,2100,0.5
11,2200,0.2
11,2300,1.7
12,0,3.1
12,100,4.1
12,200,5.2
12,300,5.8
12,400,6.6
12,500,5.4
12,600,4.9
12,700,4
12,800,3.5
12,900,3.1
12,1000,2.3
12,1100,0.2
12,1200,-0.6
12,1300,-0.8
12,1400,-0.8
12,1500,-2
12,1600,-2
12,1700,-2.5
12,1800,-3.1
12,1900,-4
12,2000,-3.7
12,2100,-3.9
12,2200,-4.1
12,2300,-1.5
13,0,1.6
13,100,2.9
13,200,4.9
13,300,5.4
13,400,5.9
13,500,5.8
13,600,4.7
13,700,2.8
13,800,0.4
13,900,-0.4
13,1000,-0.5
13,1100,-1.1
13,1200,-1.6
13,1300,-1.6
13,1400,-0.5
13,1500,-0.8
13,1600,-1.8
13,1700,-2.8
13,1800,-3.2
13,1900,-3.1
13,2000,-3.2
13,2100,-3.4
13,2200,-2.7
13,2300,-0.7
14,0,1
14,100,3.3
14,200,4.4
14,300,4.5
14,400,4.7
14,500,4.7
14,600,4.4
14,700,3.5
14,800,2
14,900,1.6
14,1000,1.1
14,1100,0.5
14,1200,0.1
14,1300,0.8
14,1400,0.4
14,1500,0.9
14,1600,1.9
14,1700,2.1
14,1800,1.6
14,1900,1.2
14,2000,0.3
14,2100,-1.9
14,2200,-1.5
14,2300,0
15,0,2
15,100,1.1
15,200,0
15,300,0
15,400,0.7
15,500,1
15,600,-0.9
15,700,-2.7
15,800,-3.6
15,900,-3.8
15,1000,-3.9
15,1100,-4.9
15,1200,-4.9
15,1300,-5
15,1400,-5.1
15,1500,-5.3
15,1600,-5.4
15,1700,-5.7
15,1800,-6.6
15,1900,-7.9
15,2000,-7.7
15,2100,-8.3
15,2200,-8.5
15,2300,-6.9
16,0,-5.2
16,100,-3.8
16,200,-1.7
16,300,-1.1
16,400,-0.9
16,500,-1.1
16,600,-1.4
16,700,-2.4
16,800,-3.7
16,900,-2.9
16,1000,-2.5
16,1100,-2.9
16,1200,-2.4
16,1300,-1.8
16,1400,-0.8
16,1500,-0.4
16,1600,0.7
16,1700,0.9
16,1800,1
16,1900,1.1
16,2000,1.1
16,2100,1.1
16,2200,0.7
16,2300,0.6
17,0,2.5
17,100,2.7
17,200,3.6
17,300,3.8
17,400,4.3
17,500,4
17,600,3.3
17,700,2.1
17,800,-0.6
17,900,-0.8
17,1000,-0.8
17,1100,-2.5
17,1200,-2.3
17,1300,-2.4
17,1400,-2.3
17,1500,-2.4
17,1600,-3.3
17,1700,-3.6
17,1800,-3.8
17,1900,-4.9
17,2000,-4.7
17,2100,-4.8
17,2200,-3.9
17,2300,-2.5
18,0,1.2
18,100,3.3
18,200,5.4
18,300,6.1
18,400,6.7
18,500,6.9
18,600,5.8
18,700,3.3
18,800,1.5
18,900,0.8
18,1000,0.3
18,1100,1
18,1200,-0.1
18,1300,-0.1
18,1400,-0.3
18,1500,-1.8
18,1600,-1.1
18,1700,-0.8
18,1800,-0.5
18,1900,-0.9
18,2000,-1.5
18,2100,-1.3
18,2200,-1
18,2300,1
19,0,5
19,100,6.9
19,200,6.8
19,300,8
19,400,9
19,500,8.9
19,600,7.7
19,700,6.2
19,800,3
19,900,2.8
19,1000,2.9
19,1100,2.5
19,1200,2
19,1300,2.2
19,1400,2.3
19,1500,2.1
19,1600,3
19,1700,1.7
19,1800,1.5
19,1900,0.4
19,2000,-0.2
19,2100,-0.9
19,2200,-0.9
19,2300,-0.6
20,0,-0.1
20,100,0.2
20,200,0.2
20,300,0.2
20,400,0.5
20,500,1.1
20,600,0.2
20,700,-0.9
20,800,-1.8
20,900,-2.1
20,1000,-2
20,1100,-2.8
20,1200,-3.1
20,1300,-3.4
20,1400,-4.2
20,1500,-5.2
20,1600,-5.2
20,1700,-5
20,1800,-4.6
20,1900,-5.7
20,2000,-4.5
20,2100,-6.5
20,2200,-4.3
20,2300,-2.8
21,0,-0.5
21,100,3.5
21,200,4.6
21,300,4.3
21,400,5.7
21,500,5.5
21,600,4.5
21,700,3.8
21,800,3.2
21,900,2.7
21,1000,2.9
21,1100,2.3
21,1200,1.6
21,1300,-1.2
21,1400,-0.5
21,1500,0.4
21,1600,0
21,1700,-1.5
21,1800,-1.4
21,1900,-0.9
21,2000,-1.2
21,2100,-0.3
21,2200,-0.2
21,2300,1.5
22,0,3.8
22,100,4.7
22,200,6.4
22,300,6.8
22,400,8
22,500,7.9
22,600,7
22,700,5.6
22,800,3.9
22,900,2
22,1000,1.7
22,1100,0.7
22,1200,0.7
22,1300,1
22,1400,0
22,1500,0.2
22,1600,0.6
22,1700,0.6
22,1800,0.5
22,1900,0
22,2000,0
22,2100,-0.2
22,2200,0.6
22,2300,2
23,0,4.2
23,100,5
23,200,6.4
23,300,7.3
23,400,7.3
23,500,6.1
23,600,5.9
23,700,4.5
23,800,1.9
23,900,2
23,1000,1.8
23,1100,0.9
23,1200,0.3
23,1300,-1
23,1400,-2.3
23,1500,-2.8
23,1600,-3.3
23,1700,-3.5
23,1800,-3.8
23,1900,-4.1
23,2000,-4.1
23,2100,-4.3
23,2200,-4.2
23,2300,-1.3
24,0,1.2
24,100,3.1
24,200,4.5
24,300,5.4
24,400,5.6
24,500,5.6
24,600,4.2
24,700,2.7
24,800,0.5
24,900,-1.2
24,1000,-2.5
24,1100,-2.5
24,1200,-1.8
24,1300,-2
24,1400,-1.7
24,1500,-1.8
24,1600,-1.8
24,1700,-2.2
24,1800,-2.7
24,1900,-3.3
24,2000,-3
24,2100,-4.1
24,2200,-3.4
24,2300,-1
25,0,2.2
25,100,2.6
25,200,2
25,300,1.8
25,400,1.2
25,500,1.6
25,600,0.6
25,700,-0.3
25,800,-1.2
25,900,-1.7
25,1000,-1.9
25,1100,-2.1
25,1200,-2.4
25,1300,-2.9
25,1400,-3.1
25,1500,-3.4
25,1600,-3.2
25,1700,-3.4
25,1800,-3.4
25,1900,-3.6
25,2000,-4.3
25,2100,-4.8
25,2200,-5
25,2300,-3.8
26,0,-2.4
26,100,-1.5
26,200,-0.6
26,300,0.3
26,400,0.1
26,500,0.1
26,600,0
26,700,-0.7
26,800,-1.7
26,900,-2.9
26,1000,-3.5
26,1100,-2.8
26,1200,-2.7
26,1300,-4.8
26,1400,-4.6
26,1500,-5.1
26,1600,-5.6
26,1700,-6.3
26,1800,-6.8
26,1900,-7.1
26,2000,-6.9
26,2100,-8.3
26,2200,-7.4
26,2300,-2.5
27,0,0.5
27,100,3.1
27,200,4.4
27,300,5.8
27,400,6
27,500,5.3
27,600,5.4
27,700,2.9
27,800,2.1
27,900,1.2
27,1000,0.8
27,1100,1
27,1200,1.9
27,1300,2.4
27,1400,3
27,1500,4.2
27,1600,4
27,1700,3.4
27,1800,3.1
27,1900,2.9
27,2000,2.8
27,2100,1.9
27,2200,1.6
27,2300,1.5
28,0,2.6
28,100,2.8
28,200,3.5
28,300,3.2
28,400,3.7
28,500,2.6
28,600,2.3
28,700,1.7
28,800,0.6
28,900,-0.5
28,1000,-0.6
28,1100,-1.2
28,1200,-2
28,1300,-2.8
28,1400,-3
28,1500,-4
28,1600,-5
28,1700,-5.6
28,1800,-6.1
28,1900,-6.1
28,2000,-7.2
28,2100,-7.4
28,2200,-6.6
28,2300,-3.3
29,0,0.3
29,100,1.9
29,200,3.7
29,300,4.1
29,400,4.9
29,500,4.5
29,600,3.6
29,700,2.5
29,800,-0.6
29,900,-2
29,1000,-2.2
29,1100,-2
29,1200,-1.7
29,1300,-2.4
29,1400,-2.1
29,1500,-2.7
