 format: day,hour,value location:55_112 Start : 20190101 
1,0,70
1,100,71
1,200,70
1,300,80
1,400,91
1,500,64
1,600,58
1,700,60
1,800,59
1,900,62
1,1000,60
1,1100,58
1,1200,59
1,1300,60
1,1400,67
1,1500,68
1,1600,79
1,1700,85
1,1800,85
1,1900,87
1,2000,87
1,2100,85
1,2200,83
1,2300,78
2,0,78
2,100,64
2,200,51
2,300,49
2,400,41
2,500,39
2,600,46
2,700,53
2,800,62
2,900,66
2,1000,67
2,1100,69
2,1200,76
2,1300,77
2,1400,84
2,1500,85
2,1600,82
2,1700,84
2,1800,83
2,1900,86
2,2000,85
2,2100,88
2,2200,89
2,2300,82
3,0,77
3,100,48
3,200,47
3,300,44
3,400,44
3,500,39
3,600,40
3,700,49
3,800,56
3,900,57
3,1000,61
3,1100,62
3,1200,64
3,1300,67
3,1400,72
3,1500,77
3,1600,84
3,1700,87
3,1800,85
3,1900,85
3,2000,87
3,2100,89
3,2200,89
3,2300,85
4,0,77
4,100,71
4,200,65
4,300,64
4,400,61
4,500,61
4,600,67
4,700,72
4,800,78
4,900,78
4,1000,87
4,1100,87
4,1200,92
4,1300,90
4,1400,92
4,1500,87
4,1600,84
4,1700,84
4,1800,85
4,1900,81
4,2000,82
4,2100,88
4,2200,86
4,2300,57
5,0,42
5,100,40
5,200,38
5,300,37
5,400,38
5,500,35
5,600,39
5,700,42
5,800,45
5,900,47
5,1000,51
5,1100,61
5,1200,58
5,1300,65
5,1400,68
5,1500,69
5,1600,69
5,1700,71
5,1800,69
5,1900,72
5,2000,73
5,2100,72
5,2200,72
5,2300,65
6,0,53
6,100,48
6,200,43
6,300,43
6,400,39
6,500,40
6,600,41
6,700,59
6,800,70
6,900,75
6,1000,78
6,1100,83
6,1200,85
6,1300,88
6,1400,91
6,1500,91
6,1600,91
6,1700,92
6,1800,93
6,1900,93
6,2000,93
6,2100,93
6,2200,93
6,2300,93
7,0,84
7,100,64
7,200,55
7,300,55
7,400,53
7,500,58
7,600,61
7,700,66
7,800,73
7,900,80
7,1000,82
7,1100,82
7,1200,78
7,1300,87
7,1400,91
7,1500,81
7,1600,82
7,1700,77
7,1800,81
7,1900,84
7,2000,85
7,2100,86
7,2200,86
7,2300,73
8,0,65
8,100,50
8,200,43
8,300,43
8,400,35
8,500,36
8,600,44
8,700,49
8,800,54
8,900,44
8,1000,54
8,1100,50
8,1200,50
8,1300,44
8,1400,42
8,1500,42
8,1600,44
8,1700,43
8,1800,44
8,1900,54
8,2000,55
8,2100,58
8,2200,61
8,2300,54
9,0,43
9,100,36
9,200,33
9,300,28
9,400,26
9,500,29
9,600,33
9,700,39
9,800,48
9,900,53
9,1000,52
9,1100,52
9,1200,52
