 format: day,hour,value location:55_112 Start : 20180101 
1,0,51
1,100,40
1,200,30
1,300,30
1,400,31
1,500,34
1,600,42
1,700,52
1,800,63
1,900,70
1,1000,74
1,1100,69
1,1200,72
1,1300,75
1,1400,80
1,1500,82
1,1600,84
1,1700,86
1,1800,87
1,1900,88
1,2000,86
1,2100,84
1,2200,83
1,2300,79
2,0,73
2,100,60
2,200,47
2,300,38
2,400,33
2,500,36
2,600,40
2,700,47
2,800,50
2,900,51
2,1000,49
2,1100,47
2,1200,49
2,1300,50
2,1400,52
2,1500,50
2,1600,51
2,1700,53
2,1800,56
2,1900,58
2,2000,65
2,2100,66
2,2200,67
2,2300,60
3,0,56
3,100,54
3,200,52
3,300,55
3,400,55
3,500,58
3,600,57
3,700,57
3,800,55
3,900,58
3,1000,60
3,1100,62
3,1200,62
3,1300,61
3,1400,64
3,1500,63
3,1600,61
3,1700,61
3,1800,60
3,1900,60
3,2000,60
3,2100,62
3,2200,64
3,2300,55
4,0,51
4,100,50
4,200,49
4,300,46
4,400,49
4,500,52
4,600,52
4,700,54
4,800,53
4,900,55
4,1000,58
4,1100,62
4,1200,63
4,1300,66
4,1400,65
4,1500,67
4,1600,69
4,1700,70
4,1800,71
4,1900,70
4,2000,77
4,2100,77
4,2200,74
4,2300,69
5,0,59
5,100,54
5,200,52
5,300,49
5,400,50
5,500,56
5,600,60
5,700,63
5,800,68
5,900,69
5,1000,70
5,1100,71
5,1200,71
5,1300,73
5,1400,70
5,1500,66
5,1600,67
5,1700,70
5,1800,71
5,1900,74
5,2000,74
5,2100,76
5,2200,75
5,2300,70
6,0,62
6,100,58
6,200,53
6,300,51
6,400,49
6,500,50
6,600,53
6,700,59
6,800,63
6,900,67
6,1000,71
6,1100,73
6,1200,77
6,1300,80
6,1400,82
6,1500,81
6,1600,81
6,1700,79
6,1800,82
6,1900,82
6,2000,83
6,2100,80
6,2200,74
6,2300,75
7,0,67
7,100,56
7,200,52
7,300,49
7,400,46
7,500,43
7,600,44
7,700,48
7,800,54
7,900,59
7,1000,62
7,1100,64
7,1200,65
7,1300,63
7,1400,61
7,1500,62
7,1600,63
7,1700,65
7,1800,67
7,1900,75
7,2000,84
7,2100,87
7,2200,88
7,2300,87
8,0,80
8,100,73
8,200,62
8,300,54
8,400,55
8,500,52
8,600,57
8,700,67
8,800,82
8,900,82
8,1000,72
8,1100,70
8,1200,75
8,1300,79
8,1400,76
8,1500,75
8,1600,81
8,1700,79
8,1800,74
8,1900,63
8,2000,61
8,2100,68
8,2200,70
8,2300,70
9,0,64
9,100,59
9,200,56
9,300,58
9,400,62
9,500,72
9,600,71
9,700,66
9,800,64
9,900,67
9,1000,71
9,1100,80
9,1200,83
9,1300,87
9,1400,88
9,1500,91
9,1600,91
9,1700,90
9,1800,86
9,1900,86
9,2000,85
9,2100,87
9,2200,88
9,2300,86
10,0,76
10,100,68
10,200,64
10,300,61
10,400,58
10,500,58
10,600,60
10,700,61
10,800,54
10,900,53
10,1000,52
10,1100,56
10,1200,58
10,1300,59
10,1400,60
10,1500,64
10,1600,65
10,1700,66
10,1800,64
10,1900,63
10,2000,62
10,2100,64
10,2200,67
10,2300,72
11,0,69
11,100,64
11,200,57
11,300,59
11,400,59
11,500,62
11,600,64
11,700,63
11,800,56
11,900,57
11,1000,57
11,1100,57
11,1200,59
11,1300,60
11,1400,66
11,1500,66
11,1600,66
11,1700,68
11,1800,70
11,1900,70
11,2000,67
11,2100,68
11,2200,67
11,2300,68
12,0,64
12,100,59
12,200,52
12,300,52
12,400,51
12,500,54
12,600,51
12,700,60
12,800,60
12,900,61
12,1000,61
12,1100,61
12,1200,63
12,1300,63
12,1400,70
12,1500,76
12,1600,82
12,1700,84
12,1800,86
12,1900,86
12,2000,92
12,2100,91
12,2200,90
12,2300,88
13,0,77
13,100,67
13,200,58
13,300,60
13,400,61
13,500,62
13,600,65
13,700,72
13,800,71
13,900,76
13,1000,80
13,1100,85
13,1200,86
13,1300,87
13,1400,90
13,1500,89
13,1600,88
13,1700,86
13,1800,86
13,1900,84
13,2000,83
13,2100,82
13,2200,81
13,2300,79
14,0,76
14,100,65
14,200,57
14,300,54
