지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),이슬점온도(°C),지면온도(°C)
129,서산,2017-01-03 21:00,.2,,1.6,230,99,0,2.9
129,서산,2017-01-03 22:00,-.8,,.3,0,99,-.9,2.7
129,서산,2017-01-03 23:00,-1.7,,.6,360,99,-1.8,1.9
129,서산,2017-01-04 00:00,-1.7,,.1,0,99,-1.8,2.7
129,서산,2017-01-04 01:00,-1.5,,.3,0,99,-1.6,1.9
129,서산,2017-01-04 02:00,-.1,,.2,0,99,-.2,2.2
129,서산,2017-01-04 03:00,.3,,.3,0,99,.1,2.8
129,서산,2017-01-04 04:00,.7,,.3,0,99,.5,3
129,서산,2017-01-04 05:00,1,,.3,0,99,.8,2.2
129,서산,2017-01-04 06:00,1,,.8,20,99,.8,3
129,서산,2017-01-04 07:00,.3,,.2,0,99,.1,2.8
129,서산,2017-01-04 08:00,.8,,.6,70,99,.6,2.1
129,서산,2017-01-04 09:00,1.3,,.9,50,99,1.1,2.8
129,서산,2017-01-04 10:00,3.9,,0,0,99,3.7,4.5
129,서산,2017-01-04 11:00,6.6,,1.3,340,99,6.4,6.5
129,서산,2017-01-04 12:00,8.3,,1.6,360,79,4.8,7.7
129,서산,2017-01-04 13:00,8.9,,2.6,340,56,.5,8.9
129,서산,2017-01-04 14:00,9.5,,2.8,360,44,-2.1,11.2
129,서산,2017-01-04 15:00,9.7,,2.5,340,51,0,10
129,서산,2017-01-04 16:00,8.8,,2.4,340,42,-3.4,7.6
129,서산,2017-01-04 17:00,7,,2.5,290,53,-1.9,6.4
129,서산,2017-01-04 18:00,5.2,,1.2,320,55,-3.1,5.1
129,서산,2017-01-04 19:00,4.1,,.9,360,66,-1.6,4.5
129,서산,2017-01-04 20:00,2.7,,1.1,20,73,-1.6,3.7
129,서산,2017-01-04 21:00,2,,.7,360,78,-1.4,2.9
129,서산,2017-01-04 22:00,.9,,.7,20,79,-2.3,3.5
129,서산,2017-01-04 23:00,-.2,,.5,160,89,-1.7,2.3
129,서산,2017-01-05 00:00,.1,,.5,90,86,-1.9,2.7
129,서산,2017-01-05 01:00,-.4,,1,70,90,-1.8,2.6
129,서산,2017-01-05 02:00,-.1,,.3,0,87,-2,2.1
129,서산,2017-01-05 03:00,-.8,,.1,0,92,-1.9,2.9
129,서산,2017-01-05 04:00,-.8,,.4,0,92,-1.9,2
129,서산,2017-01-05 05:00,1.6,,1,70,75,-2.3,2.5
129,서산,2017-01-05 06:00,.8,,.8,20,79,-2.4,2.8
129,서산,2017-01-05 07:00,.9,,.9,20,81,-1.9,1.9
129,서산,2017-01-05 08:00,.8,,1.8,20,84,-1.6,2.7
129,서산,2017-01-05 09:00,1.8,,.9,20,83,-.7,3.3
129,서산,2017-01-05 10:00,3,,2.3,50,80,-.1,4.6
129,서산,2017-01-05 11:00,4.1,,2.6,50,75,0,6.5
129,서산,2017-01-05 12:00,5.2,,2.8,50,70,.1,7.4
129,서산,2017-01-05 13:00,6.5,,2.9,50,67,.8,8.5
129,서산,2017-01-05 14:00,6.9,,2.9,50,66,.9,8.6
129,서산,2017-01-05 15:00,7.2,,2.3,70,66,1.2,8.2
129,서산,2017-01-05 16:00,7.4,,2.6,70,67,1.6,7.6
129,서산,2017-01-05 17:00,7.3,,2.9,70,69,1.9,6.9
129,서산,2017-01-05 18:00,7.1,,2.5,70,73,2.5,6.5
129,서산,2017-01-05 19:00,7.3,,2,70,75,3.1,6.4
129,서산,2017-01-05 20:00,7.3,,1.9,70,75,3.1,6.3
129,서산,2017-01-05 21:00,7,,1.9,50,76,3,6.2
129,서산,2017-01-05 22:00,7.1,,2,70,75,2.9,6.3
129,서산,2017-01-05 23:00,7,,2.1,90,74,2.6,6
129,서산,2017-01-06 00:00,6.7,,1.8,70,75,2.5,6
129,서산,2017-01-06 01:00,6.5,,1.4,90,75,2.3,6.1
129,서산,2017-01-06 02:00,6.4,,2.5,70,76,2.4,6.1
129,서산,2017-01-06 03:00,5.8,,1.4,70,78,2.2,6
129,서산,2017-01-06 04:00,5.3,,1.8,70,80,2.1,5.9
129,서산,2017-01-06 05:00,5.1,,1.7,70,81,2.1,5.7
129,서산,2017-01-06 06:00,4.5,,1.6,50,82,1.6,5.4
129,서산,2017-01-06 07:00,4.6,,1.4,70,82,1.7,5.3
129,서산,2017-01-06 08:00,4.3,,1,90,83,1.6,5.5
129,서산,2017-01-06 09:00,5.4,,.8,50,82,2.5,6.3
129,서산,2017-01-06 10:00,6.7,,1.5,70,77,2.9,7.7
129,서산,2017-01-06 11:00,8.1,,.8,20,71,3.1,9.5
129,서산,2017-01-06 12:00,8.8,,1.2,70,68,3.2,10.8
129,서산,2017-01-06 13:00,9.3,,1,20,67,3.4,11.4
129,서산,2017-01-06 14:00,9.5,,.8,320,67,3.6,11.8
129,서산,2017-01-06 15:00,10.3,,1.5,320,65,3.9,12
129,서산,2017-01-06 16:00,9.2,,1,340,70,4,9.5
129,서산,2017-01-06 17:00,8.1,,.2,0,77,4.3,8.5
129,서산,2017-01-06 18:00,6.5,,1.1,20,83,3.8,7.1
129,서산,2017-01-06 19:00,5.1,,1,50,88,3.2,6.1
129,서산,2017-01-06 20:00,3.5,,.9,360,97,3,5.5
129,서산,2017-01-06 21:00,1.4,,1,90,99,1.2,4.6
129,서산,2017-01-06 22:00,.8,,.8,360,99,.6,3.5
129,서산,2017-01-06 23:00,2.3,,1.3,70,99,2.1,4
129,서산,2017-01-07 00:00,.3,,.4,0,99,.1,3.4
129,서산,2017-01-07 01:00,.1,,.4,0,99,0,2.6
129,서산,2017-01-07 02:00,-.5,,.4,0,99,-.6,3.2
129,서산,2017-01-07 03:00,-1,,.3,0,99,-1.1,2.1
129,서산,2017-01-07 04:00,-1.3,,.9,50,99,-1.4,2.3
129,서산,2017-01-07 05:00,1.5,,1.4,20,99,1.3,2.3
129,서산,2017-01-07 06:00,-.5,,.5,50,99,-.6,1.8
129,서산,2017-01-07 07:00,-1.2,,.6,70,99,-1.3,2.3
129,서산,2017-01-07 08:00,-2,,.8,50,99,-2.1,1.4
129,서산,2017-01-07 09:00,1.4,,1.3,50,99,1.2,2.3
129,서산,2017-01-07 10:00,3.6,,.6,340,99,3.4,2.9
129,서산,2017-01-07 11:00,6.5,,1.5,50,84,3.9,5.6
129,서산,2017-01-07 12:00,8.2,,.9,90,74,3.8,7.7
129,서산,2017-01-07 13:00,9.3,,1.1,90,65,3,10.1
129,서산,2017-01-07 14:00,9.1,,1.4,340,66,3,10
129,서산,2017-01-07 15:00,9,,2.4,340,74,4.6,10.5
129,서산,2017-01-07 16:00,9.2,,1.9,50,66,3.1,8.7
129,서산,2017-01-07 17:00,7.6,,1.8,50,71,2.6,7.4
129,서산,2017-01-07 18:00,6,,1.4,20,81,2.9,6.6
129,서산,2017-01-07 19:00,5.2,,2.2,360,84,2.7,6.4
129,서산,2017-01-07 20:00,4.3,,.7,20,92,3.1,6
129,서산,2017-01-07 21:00,4.3,,1.4,20,91,2.9,5.8
129,서산,2017-01-07 22:00,4.3,,1.5,50,90,2.7,5.7
129,서산,2017-01-07 23:00,4.2,,1.3,50,91,2.8,5.8
129,서산,2017-01-08 00:00,4.4,,1.2,50,91,3,6
129,서산,2017-01-08 01:00,4.8,,1.6,20,89,3.1,6.1
129,서산,2017-01-08 02:00,4.9,,1.5,20,84,2.4,6
129,서산,2017-01-08 03:00,5.3,,1.5,20,79,1.9,6
129,서산,2017-01-08 04:00,5.3,,2.2,70,79,1.9,6
129,서산,2017-01-08 05:00,5.4,,2.2,70,79,2,5.7
129,서산,2017-01-08 06:00,4.8,,2.2,50,83,2.1,5.3
129,서산,2017-01-08 07:00,5.2,,2,50,83,2.5,5.8
129,서산,2017-01-08 08:00,5.1,,1.7,50,82,2.2,6
129,서산,2017-01-08 09:00,6,,1.8,50,79,2.6,6.8
129,서산,2017-01-08 10:00,7.1,,2,70,75,2.9,8.1
129,서산,2017-01-08 11:00,8.3,,.7,360,71,3.3,9.8
129,서산,2017-01-08 12:00,9.4,,1.2,360,68,3.7,8.9
129,서산,2017-01-08 13:00,9.8,,1.2,270,66,3.7,10.3
129,서산,2017-01-08 14:00,10.2,,2.1,230,67,4.3,11
129,서산,2017-01-08 15:00,9.5,,2.7,290,71,4.4,10.3
129,서산,2017-01-08 16:00,8.9,,2.6,320,75,4.7,9.9
129,서산,2017-01-08 17:00,7.8,,2.2,320,80,4.5,9.4
129,서산,2017-01-08 18:00,6.9,,2.7,320,87,4.8,8.8
129,서산,2017-01-08 19:00,6.3,,.8,360,89,4.6,8.4
129,서산,2017-01-08 20:00,6,,2.3,290,89,4.3,8.1
129,서산,2017-01-08 21:00,5.9,,3.4,320,92,4.6,8
129,서산,2017-01-08 22:00,5.8,,4.2,320,88,3.9,7.9
129,서산,2017-01-08 23:00,5.5,,4.2,290,93,4.4,7.9
129,서산,2017-01-09 00:00,5.3,0,3.5,290,88,3.4,7.7
129,서산,2017-01-09 01:00,5.1,,4,270,88,3.2,7.6
129,서산,2017-01-09 02:00,4.4,,4.6,290,86,2.2,7.5
129,서산,2017-01-09 03:00,4.2,,3.7,290,83,1.5,7.3
129,서산,2017-01-09 04:00,4.2,,4,270,85,1.8,7.2
129,서산,2017-01-09 05:00,4,,3.8,270,82,1.1,7
129,서산,2017-01-09 06:00,4.1,,2.2,270,85,1.7,7
129,서산,2017-01-09 07:00,4,,1.6,290,88,2.1,6.9
129,서산,2017-01-09 08:00,3.6,,5,320,85,1.3,6.7
129,서산,2017-01-09 09:00,3.7,,3.8,290,85,1.4,6.4
129,서산,2017-01-09 10:00,3.3,,5,320,80,.1,6.5
129,서산,2017-01-09 11:00,3.5,,4.2,320,77,-.1,6.9
129,서산,2017-01-09 12:00,5.2,,5.1,290,70,.1,8.2
129,서산,2017-01-09 13:00,4.7,,5.5,290,63,-1.7,8.9
129,서산,2017-01-09 14:00,4.8,,5.1,320,68,-.6,12.1
129,서산,2017-01-09 15:00,4.5,,4.3,320,68,-.9,10.2
129,서산,2017-01-09 16:00,4.1,,3.2,320,68,-1.2,7.7
129,서산,2017-01-09 17:00,3,,4.1,290,70,-1.9,6.1
129,서산,2017-01-09 18:00,1.8,,3.1,320,66,-3.8,4.6
129,서산,2017-01-09 19:00,.2,,.6,200,66,-5.4,2.8
129,서산,2017-01-09 20:00,-2,,.4,0,83,-4.5,2.2
129,서산,2017-01-09 21:00,-2.6,,.4,0,86,-4.6,2.6
129,서산,2017-01-09 22:00,-3.5,,.6,20,89,-5,1.9
129,서산,2017-01-09 23:00,-3.7,,.2,0,91,-4.9,1.5
129,서산,2017-01-10 00:00,-1,,2.2,320,81,-3.8,1.4
129,서산,2017-01-10 01:00,-2.7,,1,250,85,-4.8,1
129,서산,2017-01-10 02:00,-3.5,,.9,320,89,-5,1
129,서산,2017-01-10 03:00,-2.5,,1.4,110,86,-4.5,1.2
129,서산,2017-01-10 04:00,-1.9,,1.9,90,84,-4.2,2
129,서산,2017-01-10 05:00,-.7,,1.2,50,79,-3.8,2
129,서산,2017-01-10 06:00,0,,1.8,340,74,-4,1.8
129,서산,2017-01-10 07:00,-.2,,1.8,340,74,-4.2,2.3
129,서산,2017-01-10 08:00,-1.1,,1.4,20,74,-5.1,1.2
129,서산,2017-01-10 09:00,-.3,,1.2,20,68,-5.4,1.4
129,서산,2017-01-10 10:00,1.3,,2.6,320,64,-4.7,2
129,서산,2017-01-10 11:00,2.3,,3.2,290,64,-3.8,3
129,서산,2017-01-10 12:00,2.7,,3.1,270,65,-3.2,4.9
129,서산,2017-01-10 13:00,.3,,2.9,340,97,-.1,5.3
129,서산,2017-01-10 14:00,1.3,,3.6,340,94,.4,8.2
129,서산,2017-01-10 15:00,1.6,.1,3.6,340,77,-2,7.1
129,서산,2017-01-10 16:00,1.4,,4,320,67,-4,5.7
129,서산,2017-01-10 17:00,.2,,4.5,320,59,-6.8,3.2
129,서산,2017-01-10 18:00,-1.2,,4.7,290,62,-7.5,2.4
129,서산,2017-01-10 19:00,-1.7,,4,290,65,-7.4,1.3
129,서산,2017-01-10 20:00,-2.1,,2.4,290,68,-7.2,.9
129,서산,2017-01-10 21:00,-2.2,,3.5,320,56,-9.8,.3
129,서산,2017-01-10 22:00,-3.1,,1.6,320,62,-9.3,-.1
129,서산,2017-01-10 23:00,-3.4,,3,320,59,-10.2,-.3
129,서산,2017-01-11 00:00,-3.7,,2.8,340,62,-9.9,-.4
129,서산,2017-01-11 01:00,-4,,2.4,340,56,-11.5,-.6
129,서산,2017-01-11 02:00,-3.9,,2.8,340,57,-11.1,-.7
129,서산,2017-01-11 03:00,-4.4,,1.5,360,61,-10.8,-1
129,서산,2017-01-11 04:00,-4.9,,1.1,20,59,-11.6,-1.2
129,서산,2017-01-11 05:00,-5.6,,1.1,70,53,-13.6,-1.5
129,서산,2017-01-11 06:00,-7,,1.3,70,60,-13.4,-1.7
129,서산,2017-01-11 07:00,-8.8,,.6,160,78,-11.9,-1.9
129,서산,2017-01-11 08:00,-8.2,,.7,290,84,-10.4,-1.8
129,서산,2017-01-11 09:00,-5.9,,.4,0,75,-9.6,-.5
129,서산,2017-01-11 10:00,-2.8,,1.2,200,60,-9.4,1.6
129,서산,2017-01-11 11:00,-1.5,,1.1,200,53,-9.8,2.2
129,서산,2017-01-11 12:00,.2,,2.4,200,56,-7.5,3.4
129,서산,2017-01-11 13:00,-.4,,2.9,180,67,-5.7,4.6
129,서산,2017-01-11 14:00,-1.3,,2.8,200,97,-1.7,5
129,서산,2017-01-11 15:00,-.9,0,3.1,180,96,-1.4,4
129,서산,2017-01-11 16:00,.4,,2,200,90,-1,4.8
129,서산,2017-01-11 17:00,.1,,2.2,180,91,-1.1,2.8
129,서산,2017-01-11 18:00,-1.7,,1.1,160,96,-2.2,1.9
129,서산,2017-01-11 19:00,-3.1,,.1,0,99,-3.2,.6
129,서산,2017-01-11 20:00,-4,,1.2,200,99,-4.1,-.2
129,서산,2017-01-11 21:00,-4.6,,0,0,99,-4.7,-.6
129,서산,2017-01-11 22:00,-4.7,,.3,0,99,-4.8,-.2
129,서산,2017-01-11 23:00,-3.4,,.1,0,99,-3.5,.8
129,서산,2017-01-12 00:00,-2.6,0,.8,20,99,-2.7,2
129,서산,2017-01-12 01:00,-2.6,,1.1,160,99,-2.7,1.1
129,서산,2017-01-12 02:00,-3.4,,.6,230,99,-3.5,-.2
129,서산,2017-01-12 03:00,-.7,0,2.2,180,99,-.8,-.5
129,서산,2017-01-12 04:00,.3,,1.9,180,78,-3,.9
129,서산,2017-01-12 05:00,2.1,,2.4,250,69,-3,1.8
129,서산,2017-01-12 06:00,2.1,,2.3,250,64,-4,1.2
129,서산,2017-01-12 07:00,.9,,1.2,160,74,-3.2,1
129,서산,2017-01-12 08:00,-.1,,1.1,200,80,-3.1,1.1
129,서산,2017-01-12 09:00,.6,0,.7,20,80,-2.4,1.5
129,서산,2017-01-12 10:00,.2,,.3,0,99,0,2.7
129,서산,2017-01-12 11:00,1.4,,1.5,180,99,1.2,3.1
129,서산,2017-01-12 12:00,1.7,1.1,3,340,99,1.5,3.8
129,서산,2017-01-12 13:00,1.7,,3.8,20,72,-2.8,7.1
129,서산,2017-01-12 14:00,1.1,,2.1,20,72,-3.3,6.2
129,서산,2017-01-12 15:00,1.1,,3.3,340,69,-3.9,5.8
129,서산,2017-01-12 16:00,.8,,3.8,320,64,-5.2,4.9
129,서산,2017-01-12 17:00,.2,,3.1,320,58,-7.1,3.2
129,서산,2017-01-12 18:00,-.8,,.9,340,66,-6.3,2.1
129,서산,2017-01-12 19:00,-2.8,,1.1,360,86,-4.8,.9
129,서산,2017-01-12 20:00,-3.9,,.6,110,83,-6.3,.2
129,서산,2017-01-12 21:00,-4.5,,1.1,320,85,-6.6,-.5
129,서산,2017-01-12 22:00,-5,,.4,0,85,-7.1,-1
129,서산,2017-01-12 23:00,-2.5,,2.4,340,69,-7.4,-1
129,서산,2017-01-13 00:00,-3,,2,340,66,-8.4,-1.1
129,서산,2017-01-13 01:00,-3.7,,1.2,360,66,-9.1,-1.4
129,서산,2017-01-13 02:00,-5.6,,.8,20,80,-8.5,-1.8
129,서산,2017-01-13 03:00,-6.9,,0,0,90,-8.2,-1.9
129,서산,2017-01-13 04:00,-7.3,,1.4,50,92,-8.3,-2
129,서산,2017-01-13 05:00,-7,,.1,0,91,-8.2,-1.1
129,서산,2017-01-13 06:00,-6.5,,.4,0,95,-7.1,-.9
129,서산,2017-01-13 07:00,-7.4,,.3,0,97,-7.7,-1.8
129,서산,2017-01-13 08:00,-6.1,,0,0,96,-6.6,-.7
129,서산,2017-01-13 09:00,-4.4,0,1.3,70,88,-6,.6
129,서산,2017-01-13 10:00,-4.4,,1.9,20,95,-5,1.4
129,서산,2017-01-13 11:00,-4.5,,3.1,360,99,-4.6,1.7
129,서산,2017-01-13 12:00,-4.1,1.3,3.2,20,92,-5.2,1.9
129,서산,2017-01-13 13:00,-2.6,,3.3,360,82,-5.2,2.2
129,서산,2017-01-13 14:00,-2.5,,2.3,360,85,-4.6,2.5
129,서산,2017-01-13 15:00,-1.5,,4.5,320,77,-5,3
129,서산,2017-01-13 16:00,-1.9,,4.8,290,79,-5,3.1
129,서산,2017-01-13 17:00,-1.9,,4.9,320,73,-6.1,2.4
129,서산,2017-01-13 18:00,-2.4,,5.1,290,70,-7.1,2.4
129,서산,2017-01-13 19:00,-2.9,,5.4,320,71,-7.4,2
129,서산,2017-01-13 20:00,-3.3,,6.1,320,67,-8.5,1.5
129,서산,2017-01-13 21:00,-3.4,,4.6,340,71,-7.9,1.3
129,서산,2017-01-13 22:00,-3.8,,4.7,320,72,-8.1,1
129,서산,2017-01-13 23:00,-4.1,,3.1,340,71,-8.5,.6
129,서산,2017-01-14 00:00,-3.8,0,3,340,69,-8.6,.6
129,서산,2017-01-14 01:00,-4.3,,2.7,340,70,-8.9,.2
129,서산,2017-01-14 02:00,-4.5,,4.3,340,68,-9.5,0
129,서산,2017-01-14 03:00,-5,,4.3,340,66,-10.3,-.3
129,서산,2017-01-14 04:00,-5,,4.4,320,63,-10.9,-.5
129,서산,2017-01-14 05:00,-5.3,,4.3,340,66,-10.6,-.7
129,서산,2017-01-14 06:00,-5.2,,5.3,320,66,-10.5,-.4
129,서산,2017-01-14 07:00,-5.5,,4.9,340,64,-11.2,-.7
129,서산,2017-01-14 08:00,-5.7,,4.3,340,71,-10.1,-.4
129,서산,2017-01-14 09:00,-5.3,0,4.6,340,65,-10.8,-.5
129,서산,2017-01-14 10:00,-4.9,,4.5,340,66,-10.2,1.1
129,서산,2017-01-14 11:00,-5,,4.6,340,52,-13.3,1.2
129,서산,2017-01-14 12:00,-5.1,,5.6,360,46,-14.9,.8
129,서산,2017-01-14 13:00,-4.8,,5.1,340,47,-14.4,2.9
129,서산,2017-01-14 14:00,-4.5,,6.6,340,49,-13.6,3.8
129,서산,2017-01-14 15:00,-4.1,,5.1,320,46,-14,2.3
129,서산,2017-01-14 16:00,-4,,5.8,320,48,-13.4,1.5
129,서산,2017-01-14 17:00,-4.2,,5.7,320,55,-11.9,.9
129,서산,2017-01-14 18:00,-4.9,,4.7,340,54,-12.7,-.3
129,서산,2017-01-14 19:00,-5.4,,4.5,340,58,-12.3,-.7
129,서산,2017-01-14 20:00,-6,,4.7,320,55,-13.5,-1
129,서산,2017-01-14 21:00,-6.1,,3.8,340,57,-13.2,-1.1
129,서산,2017-01-14 22:00,-6.3,,4.2,340,51,-14.8,-1.7
129,서산,2017-01-14 23:00,-6.4,,2.8,340,53,-14.4,-1.9
129,서산,2017-01-15 00:00,-7.6,,.9,360,58,-14.4,-2.4
129,서산,2017-01-15 01:00,-8,,1.3,50,55,-15.4,-2.6
129,서산,2017-01-15 02:00,-8.5,,1.2,50,59,-15,-2.9
129,서산,2017-01-15 03:00,-9.4,,.5,50,66,-14.5,-3.1
129,서산,2017-01-15 04:00,-10.8,,.7,320,75,-14.3,-3.3
129,서산,2017-01-15 05:00,-9.3,,1.6,70,69,-13.9,-3.3
129,서산,2017-01-15 06:00,-10,,.4,0,79,-12.9,-3.4
129,서산,2017-01-15 07:00,-11.1,,.3,0,87,-12.8,-3.6
129,서산,2017-01-15 08:00,-11.6,,.9,270,84,-13.7,-3.5
129,서산,2017-01-15 09:00,-6.6,,1.3,20,79,-9.6,-3.2
129,서산,2017-01-15 10:00,-4.4,,2.1,360,65,-10,.1
129,서산,2017-01-15 11:00,-3.2,,3.6,360,58,-10.3,2
129,서산,2017-01-15 12:00,-2.6,,3.2,360,55,-10.4,1.8
129,서산,2017-01-15 13:00,-1.4,,3.4,360,51,-10.2,4.4
129,서산,2017-01-15 14:00,-1.2,,4.6,290,53,-9.5,6
129,서산,2017-01-15 15:00,-.7,,3,340,57,-8.1,4.2
129,서산,2017-01-15 16:00,-.9,,2.7,320,57,-8.3,2.5
129,서산,2017-01-15 17:00,-1.8,,2.7,320,60,-8.5,2.7
129,서산,2017-01-15 18:00,-3.7,,.9,320,69,-8.5,1.6
129,서산,2017-01-15 19:00,-4.3,,1.6,180,72,-8.5,.1
129,서산,2017-01-15 20:00,-5.6,,.8,160,79,-8.6,-.8
129,서산,2017-01-15 21:00,-7.6,,.1,0,87,-9.3,-1.2
129,서산,2017-01-15 22:00,-7.5,,.4,0,90,-8.8,-1.6
129,서산,2017-01-15 23:00,-7.9,,.6,140,93,-8.8,-2
129,서산,2017-01-16 00:00,-6.8,,1.3,50,90,-8.1,-2.4
129,서산,2017-01-16 01:00,-5.8,,1,20,80,-8.7,-2.6
129,서산,2017-01-16 02:00,-5.5,,1.3,20,75,-9.2,-2.7
129,서산,2017-01-16 03:00,-6.3,,.9,360,80,-9.1,-3.1
129,서산,2017-01-16 04:00,-9.3,,.9,50,91,-10.5,-3.4
129,서산,2017-01-16 05:00,-9.6,,.1,0,92,-10.6,-3.7
129,서산,2017-01-16 06:00,-10.1,,.4,0,93,-11,-3.9
129,서산,2017-01-16 07:00,-10.6,,0,0,94,-11.3,-4
129,서산,2017-01-16 08:00,-10.6,,.2,0,93,-11.5,-4
129,서산,2017-01-16 09:00,-7.3,,.1,0,90,-8.6,-3.7
129,서산,2017-01-16 10:00,-2.8,,.6,360,74,-6.7,-.1
129,서산,2017-01-16 11:00,-1.1,,1.1,360,54,-9.2,1.7
129,서산,2017-01-16 12:00,.5,,2.1,340,46,-9.8,1.5
129,서산,2017-01-16 13:00,1.3,,2.1,360,44,-9.6,5
129,서산,2017-01-16 14:00,2,,1.5,360,40,-10.2,7.9
129,서산,2017-01-16 15:00,2,,2.5,360,42,-9.5,4.8
129,서산,2017-01-16 16:00,1.6,,2.5,340,45,-9,2.1
