지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),이슬점온도(°C),지면온도(°C)
129,서산,2016-04-02 12:00,18.7,,4.5,180,37,3.6,35.8
129,서산,2016-04-02 13:00,20.4,,4.5,230,36,4.8,40.1
129,서산,2016-04-02 14:00,20.4,,4.5,230,38,5.5,39.4
129,서산,2016-04-02 15:00,19.1,,5.4,230,44,6.5,33.8
129,서산,2016-04-02 16:00,18.3,,5,230,49,7.3,29.5
129,서산,2016-04-02 17:00,17.6,,4.6,230,55,8.4,23
129,서산,2016-04-02 18:00,16,,4.1,230,65,9.4,16.9
129,서산,2016-04-02 19:00,13.6,,2.3,200,82,10.5,12.4
129,서산,2016-04-02 20:00,12.4,,1.2,160,89,10.6,10.4
129,서산,2016-04-02 21:00,10.8,,1.1,180,94,9.8,8.6
129,서산,2016-04-02 22:00,11,,.7,140,87,8.9,8.5
129,서산,2016-04-02 23:00,10.3,,.6,70,90,8.7,9.4
129,서산,2016-04-03 00:00,9.3,,.5,110,93,8.2,7.1
129,서산,2016-04-03 01:00,8.5,,.6,70,97,8,6.4
129,서산,2016-04-03 02:00,8.1,,.2,0,97,7.6,6.8
129,서산,2016-04-03 03:00,9.7,,3,360,96,9,8.5
129,서산,2016-04-03 04:00,9,,1.6,20,97,8.5,8.3
129,서산,2016-04-03 05:00,8.8,,1.4,360,97,8.3,8.3
129,서산,2016-04-03 06:00,9,,.8,20,97,8.5,8.5
129,서산,2016-04-03 07:00,8.8,,1.4,20,97,8.3,9.3
129,서산,2016-04-03 08:00,9.6,,2.2,20,97,9.1,11.3
129,서산,2016-04-03 09:00,10.1,,2.6,360,97,9.6,12
129,서산,2016-04-03 10:00,10.7,,2.7,20,96,10,13.5
129,서산,2016-04-03 11:00,11.8,,2.8,360,85,9.3,16
129,서산,2016-04-03 12:00,12.6,,4.2,20,75,8.2,17.4
129,서산,2016-04-03 13:00,13.3,,4.9,360,72,8.3,17.6
129,서산,2016-04-03 14:00,12.6,,3.4,20,75,8.2,16.2
129,서산,2016-04-03 15:00,12.3,,4.4,360,76,8.1,16.5
129,서산,2016-04-03 16:00,13.3,,3.8,360,64,6.6,22.3
129,서산,2016-04-03 17:00,11.3,,3.7,360,64,4.7,13.4
129,서산,2016-04-03 18:00,10.8,,3.3,20,67,4.9,11.6
129,서산,2016-04-03 19:00,10.6,,2.7,20,72,5.7,10.4
129,서산,2016-04-03 20:00,10.5,,3.1,360,77,6.6,10
129,서산,2016-04-03 21:00,10.3,,3.1,360,81,7.1,9.6
129,서산,2016-04-03 22:00,10.5,,3.5,360,81,7.3,9.6
129,서산,2016-04-03 23:00,10.1,,2.3,20,82,7.1,8.4
129,서산,2016-04-04 00:00,9.2,,3,20,87,7.1,7.1
129,서산,2016-04-04 01:00,8.4,,4.5,360,85,6,6.6
129,서산,2016-04-04 02:00,7.5,,2.1,20,90,5.9,6
129,서산,2016-04-04 03:00,7.5,,2.6,360,93,6.4,5.5
129,서산,2016-04-04 04:00,7.3,,2.1,20,93,6.2,4.7
129,서산,2016-04-04 05:00,7,,2.6,20,92,5.7,5.1
129,서산,2016-04-04 06:00,6.4,,2.4,20,88,4.5,4.2
129,서산,2016-04-04 07:00,6.3,,1.9,20,88,4.4,4.9
129,서산,2016-04-04 08:00,8.5,,1.5,20,78,4.8,11.4
129,서산,2016-04-04 09:00,12,,2.5,20,67,6,24.1
129,서산,2016-04-04 10:00,14.4,,2.7,20,56,5.7,34.2
129,서산,2016-04-04 11:00,16.8,,2.1,70,51,6.5,39.3
129,서산,2016-04-04 12:00,17.7,,1.4,180,41,4.2,42
129,서산,2016-04-04 13:00,18.5,,1.9,340,40,4.6,37.8
129,서산,2016-04-04 14:00,17.8,,4.4,320,45,5.6,34.1
129,서산,2016-04-04 15:00,16.3,,4.7,320,45,4.3,31.1
129,서산,2016-04-04 16:00,15.8,,4.3,320,43,3.2,26.3
129,서산,2016-04-04 17:00,15.3,,3.5,320,41,2.1,21.6
129,서산,2016-04-04 18:00,14,,3.8,290,39,.2,16.6
129,서산,2016-04-04 19:00,12.4,,2.6,290,36,-2.2,12.8
129,서산,2016-04-04 20:00,10,,1.4,160,48,-.5,10.6
129,서산,2016-04-04 21:00,9.5,,1.7,180,45,-1.8,9.3
129,서산,2016-04-04 22:00,7.7,,.7,160,54,-1,7.7
129,서산,2016-04-04 23:00,6.4,,1.7,180,61,-.5,6.5
129,서산,2016-04-05 00:00,5.6,,1.1,180,66,-.2,5.6
129,서산,2016-04-05 01:00,2.7,,.4,0,81,-.2,4.6
129,서산,2016-04-05 02:00,2.6,,0,0,88,.8,4
129,서산,2016-04-05 03:00,2.2,,0,0,92,1,3.4
129,서산,2016-04-05 04:00,1.8,,.3,0,94,.9,3.2
129,서산,2016-04-05 05:00,1.2,,.3,0,96,.6,2.8
129,서산,2016-04-05 06:00,1.1,,0,0,97,.6,2.5
129,서산,2016-04-05 07:00,2.7,,.1,0,97,2.2,3.2
129,서산,2016-04-05 08:00,5.5,,.9,230,94,4.6,7.2
129,서산,2016-04-05 09:00,9.6,,2.2,200,70,4.3,14.1
129,서산,2016-04-05 10:00,11.9,,2.1,180,56,3.3,20.8
129,서산,2016-04-05 11:00,14.1,,2.2,200,40,.6,26.3
129,서산,2016-04-05 12:00,15,,3.8,230,35,-.3,29.7
129,서산,2016-04-05 13:00,16.6,,3.9,230,29,-1.5,31.8
129,서산,2016-04-05 14:00,16.1,,4.4,230,26,-3.4,31.2
129,서산,2016-04-05 15:00,15.5,,4.7,230,35,0,28.4
129,서산,2016-04-05 16:00,15,,4.8,230,34,-.7,24
129,서산,2016-04-05 17:00,14.7,,3.5,200,32,-1.8,19.6
129,서산,2016-04-05 18:00,13.3,,3.4,230,34,-2.2,15
129,서산,2016-04-05 19:00,10.9,,2.8,230,42,-1.5,11.6
129,서산,2016-04-05 20:00,9.3,,2.5,230,47,-1.4,9.5
129,서산,2016-04-05 21:00,7.9,,1.5,180,52,-1.3,8
129,서산,2016-04-05 22:00,6.6,,1,160,70,1.5,7.1
129,서산,2016-04-05 23:00,5.1,,.5,340,77,1.3,6.2
129,서산,2016-04-06 00:00,4.5,,.4,0,80,1.3,5.7
129,서산,2016-04-06 01:00,4.5,,.4,0,80,1.3,5.3
129,서산,2016-04-06 02:00,4.6,,1.1,50,84,2.1,5.1
129,서산,2016-04-06 03:00,4,,.9,20,82,1.1,4.5
129,서산,2016-04-06 04:00,3.1,,.6,50,84,.6,4
129,서산,2016-04-06 05:00,3.1,,.5,360,83,.4,3.7
129,서산,2016-04-06 06:00,2.5,,.4,0,80,-.6,3.6
129,서산,2016-04-06 07:00,3.2,,.3,0,82,.4,4.6
129,서산,2016-04-06 08:00,7.3,,.6,200,80,4,8.3
129,서산,2016-04-06 09:00,13.2,,2,50,34,-2.3,13.3
129,서산,2016-04-06 10:00,15.5,,2.2,50,33,-.7,18.6
129,서산,2016-04-06 11:00,18.3,,2,20,33,1.7,24.4
129,서산,2016-04-06 12:00,19.8,,1.2,90,31,2.1,28.2
129,서산,2016-04-06 13:00,20.8,,1.4,340,30,2.5,28
129,서산,2016-04-06 14:00,21.8,,1.9,90,27,1.9,27.4
129,서산,2016-04-06 15:00,22.6,,2.3,200,24,.9,25.2
129,서산,2016-04-06 16:00,20.4,,3.7,250,31,2.6,22.1
129,서산,2016-04-06 17:00,18.4,,3.6,230,33,1.8,18.2
129,서산,2016-04-06 18:00,15.6,,3.6,200,40,2,15.5
129,서산,2016-04-06 19:00,14.2,,1.5,230,51,4.1,13.9
129,서산,2016-04-06 20:00,12.1,0,1.1,180,76,7.9,12.3
129,서산,2016-04-06 21:00,10.6,.6,.8,180,93,9.5,11.3
129,서산,2016-04-06 22:00,10.3,.2,1.1,340,97,9.8,11
129,서산,2016-04-06 23:00,11.7,.1,2.2,70,86,9.4,10.8
129,서산,2016-04-07 00:00,10.5,1.1,2.6,50,97,10,10.6
129,서산,2016-04-07 01:00,9.8,2,3.8,50,97,9.3,10.3
129,서산,2016-04-07 02:00,9.5,3.2,4,50,97,9,10
129,서산,2016-04-07 03:00,9.8,.8,3.2,50,97,9.3,9.9
129,서산,2016-04-07 04:00,9.8,.3,3.5,70,97,9.3,9.9
129,서산,2016-04-07 05:00,10.1,1.1,3.2,50,97,9.6,9.9
129,서산,2016-04-07 06:00,10,1.6,2.9,50,97,9.5,10
129,서산,2016-04-07 07:00,10.5,.3,2.3,20,97,10,10.2
129,서산,2016-04-07 08:00,11,.1,2.7,360,97,10.5,11
129,서산,2016-04-07 09:00,11,.1,3.2,360,97,10.5,11.8
129,서산,2016-04-07 10:00,12.1,,2.9,360,97,11.6,14.3
129,서산,2016-04-07 11:00,14.4,,2.4,360,89,12.6,19.4
129,서산,2016-04-07 12:00,16.7,,3.1,360,77,12.6,24.5
129,서산,2016-04-07 13:00,17,,5.1,290,67,10.8,25.3
129,서산,2016-04-07 14:00,17.4,,4.7,320,59,9.2,25.4
129,서산,2016-04-07 15:00,17.1,,5.1,320,53,7.4,23.1
129,서산,2016-04-07 16:00,17.3,,4.2,320,59,9.2,21.3
129,서산,2016-04-07 17:00,16.1,,4.9,290,63,9,18.2
129,서산,2016-04-07 18:00,14.5,,4.8,290,76,10.3,15.1
129,서산,2016-04-07 19:00,12.7,,1.8,250,85,10.2,13
129,서산,2016-04-07 20:00,11.2,,2.8,230,94,10.2,11.5
129,서산,2016-04-07 21:00,10.4,,3,230,97,9.9,10.6
129,서산,2016-04-07 22:00,9.4,,2.2,200,97,8.9,9.9
129,서산,2016-04-07 23:00,9.4,,2.6,230,97,8.9,10.2
129,서산,2016-04-08 00:00,8.8,,2.6,230,97,8.3,9.9
129,서산,2016-04-08 01:00,8.6,,2.7,200,97,8.1,9.9
129,서산,2016-04-08 02:00,8.2,,1.6,200,97,7.7,9.9
129,서산,2016-04-08 03:00,7.6,,1.8,180,97,7.1,9.8
129,서산,2016-04-08 04:00,7.1,,1.4,140,97,6.6,9.5
129,서산,2016-04-08 05:00,7.1,,1.4,200,97,6.6,9.4
129,서산,2016-04-08 06:00,6.8,,2,200,97,6.3,9.2
129,서산,2016-04-08 07:00,6.6,,1.4,230,97,6.1,9.3
129,서산,2016-04-08 08:00,6.6,,1.1,200,97,6.1,10.2
129,서산,2016-04-08 09:00,7.5,,1.6,230,97,7,11.8
129,서산,2016-04-08 10:00,9.4,,1.5,250,97,8.9,17
129,서산,2016-04-08 11:00,13.4,,3,200,83,10.5,21.2
129,서산,2016-04-08 12:00,14.9,,4,200,72,9.8,22.7
129,서산,2016-04-08 13:00,16.3,,4.3,200,78,12.4,23.2
129,서산,2016-04-08 14:00,14.8,,3.7,250,81,11.5,24.3
129,서산,2016-04-08 15:00,12,,5,230,86,9.7,21
129,서산,2016-04-08 16:00,9.2,,4.1,230,94,8.2,16.7
129,서산,2016-04-08 17:00,8.9,,4.1,200,97,8.4,13.8
129,서산,2016-04-08 18:00,8.4,,3.7,200,97,7.9,12.1
129,서산,2016-04-08 19:00,8.2,,3.7,200,97,7.7,11.1
129,서산,2016-04-08 20:00,8.2,,2.8,180,97,7.7,10.8
129,서산,2016-04-08 21:00,8.2,,3.6,180,97,7.7,10.4
129,서산,2016-04-08 22:00,8.2,,3.4,200,97,7.7,10.2
129,서산,2016-04-08 23:00,8,,2.7,180,97,7.5,10
129,서산,2016-04-09 00:00,7.8,,2.3,200,97,7.3,9.9
129,서산,2016-04-09 01:00,7.5,,3,200,97,7,9.6
129,서산,2016-04-09 02:00,7.1,,3.7,230,97,6.6,9.2
129,서산,2016-04-09 03:00,7.4,,2.2,180,97,6.9,9.3
129,서산,2016-04-09 04:00,7.8,,2.1,180,97,7.3,9.4
129,서산,2016-04-09 05:00,8.1,,1.2,160,97,7.6,9.6
129,서산,2016-04-09 06:00,8.3,,1.8,160,97,7.8,9.6
129,서산,2016-04-09 07:00,8.5,,1.9,200,97,8,9.8
129,서산,2016-04-09 08:00,8.7,,2.7,180,97,8.2,10.2
129,서산,2016-04-09 09:00,9,,3.6,180,97,8.5,10.8
129,서산,2016-04-09 10:00,9.6,,3.5,180,97,9.1,11.5
129,서산,2016-04-09 11:00,10.4,,3.1,180,97,9.9,12.8
129,서산,2016-04-09 12:00,11.5,,3.5,200,97,11,14.3
129,서산,2016-04-09 13:00,14.5,,2.7,180,97,14,17.6
129,서산,2016-04-09 14:00,15.8,,2.5,180,85,13.2,20.1
129,서산,2016-04-09 15:00,16.1,,3,250,86,13.7,18.2
129,서산,2016-04-09 16:00,15.6,,2.6,250,70,10.1,16.6
129,서산,2016-04-09 17:00,15,,3.3,200,65,8.4,15.6
129,서산,2016-04-09 18:00,13.3,,3.3,200,69,7.7,13.2
129,서산,2016-04-09 19:00,12.4,,1.6,200,70,7,11.8
129,서산,2016-04-09 20:00,11.1,,1.3,200,80,7.7,10.7
129,서산,2016-04-09 21:00,10,,2.2,200,91,8.5,10
129,서산,2016-04-09 22:00,9.2,,1.2,200,96,8.5,9.5
129,서산,2016-04-09 23:00,8.1,,.1,0,97,7.6,9.1
129,서산,2016-04-10 00:00,9.8,,.1,0,97,9.3,10.1
129,서산,2016-04-10 01:00,9.9,,.7,160,97,9.4,10.4
129,서산,2016-04-10 02:00,10,,1.3,140,97,9.5,10.5
129,서산,2016-04-10 03:00,10.2,,1.2,180,97,9.7,10.6
129,서산,2016-04-10 04:00,9.8,,.7,270,97,9.3,10.7
129,서산,2016-04-10 05:00,10.2,,.7,230,97,9.7,10.7
129,서산,2016-04-10 06:00,10.4,,.5,290,97,9.9,10.8
129,서산,2016-04-10 07:00,10.7,,1.1,20,97,10.2,11.1
129,서산,2016-04-10 08:00,10.1,,2.4,360,97,9.6,11.6
129,서산,2016-04-10 09:00,10.7,,1.4,340,97,10.2,12.5
129,서산,2016-04-10 10:00,11.6,,.7,340,97,11.1,13.5
129,서산,2016-04-10 11:00,13.6,,1.6,230,94,12.6,17.3
129,서산,2016-04-10 12:00,16.8,,2.7,200,84,14,21.8
129,서산,2016-04-10 13:00,18.9,,3.7,230,78,14.9,24.1
129,서산,2016-04-10 14:00,18.7,,4.1,250,75,14.1,24.3
129,서산,2016-04-10 15:00,18.9,,4.8,230,74,14.1,22.8
129,서산,2016-04-10 16:00,17.6,,4,230,81,14.2,20.5
129,서산,2016-04-10 17:00,13,,4.9,320,92,11.7,16.9
129,서산,2016-04-10 18:00,10.8,,3.5,290,97,10.3,14.5
129,서산,2016-04-10 19:00,10.6,,2.1,340,97,10.1,13.5
129,서산,2016-04-10 20:00,9.4,,1.4,200,97,8.9,11.5
129,서산,2016-04-10 21:00,8.5,,1.2,160,97,8,10.3
129,서산,2016-04-10 22:00,7.9,,1.4,180,97,7.4,9.5
129,서산,2016-04-10 23:00,7.2,,.9,250,97,6.7,8.6
129,서산,2016-04-11 00:00,6,,.7,20,97,5.5,7.8
129,서산,2016-04-11 01:00,7.1,,.8,50,90,5.5,7.2
129,서산,2016-04-11 02:00,7.5,,1.7,20,71,2.5,6.8
129,서산,2016-04-11 03:00,6,,1.2,70,78,2.4,6.5
129,서산,2016-04-11 04:00,6.1,,1.7,20,87,4,6.3
129,서산,2016-04-11 05:00,6.6,,1.6,20,92,5.3,6.1
129,서산,2016-04-11 06:00,6.4,,1.6,50,90,4.8,6.1
129,서산,2016-04-11 07:00,6.5,,.8,90,90,4.9,6.7
129,서산,2016-04-11 08:00,8.5,,2.3,50,82,5.5,9.6
129,서산,2016-04-11 09:00,10.8,,2.9,50,76,6.7,14.1
129,서산,2016-04-11 10:00,12.8,,1.7,360,68,7,19.6
129,서산,2016-04-11 11:00,14.3,,2.2,360,62,7.1,24
129,서산,2016-04-11 12:00,16.5,,2.2,250,54,7.1,26.2
129,서산,2016-04-11 13:00,17.4,,2.4,50,39,3.2,27.5
129,서산,2016-04-11 14:00,18.2,,1.8,270,34,2,28.6
129,서산,2016-04-11 15:00,18.6,,1.7,340,44,6,27.9
129,서산,2016-04-11 16:00,19,,2.7,340,43,6.1,24.7
129,서산,2016-04-11 17:00,17.8,,3,340,49,6.9,20.8
129,서산,2016-04-11 18:00,15.9,,2.6,340,57,7.3,16.9
129,서산,2016-04-11 19:00,13.4,,2.1,290,67,7.3,14
129,서산,2016-04-11 20:00,11.1,,.2,0,76,7,12.1
129,서산,2016-04-11 21:00,9.3,,.1,0,84,6.7,10.9
129,서산,2016-04-11 22:00,8.6,,.4,0,88,6.7,10.1
129,서산,2016-04-11 23:00,9.2,,1.9,180,92,7.9,9.3
129,서산,2016-04-12 00:00,8.1,,2.7,230,96,7.4,8.9
129,서산,2016-04-12 01:00,6.9,,.2,0,97,6.4,8.5
129,서산,2016-04-12 02:00,6.8,,.1,0,97,6.3,8.4
129,서산,2016-04-12 03:00,7.5,,.5,50,97,7,8.5
129,서산,2016-04-12 04:00,8,,.5,360,97,7.5,9.1
129,서산,2016-04-12 05:00,8.2,,0,0,97,7.7,9.3
129,서산,2016-04-12 06:00,8.1,,1.2,110,97,7.6,9
129,서산,2016-04-12 07:00,8.1,,.4,0,97,7.6,8.8
129,서산,2016-04-12 08:00,10.6,,.5,360,90,9,11.8
129,서산,2016-04-12 09:00,12.5,,1,290,77,8.5,16.2
129,서산,2016-04-12 10:00,14.2,,1.1,270,68,8.3,19.2
129,서산,2016-04-12 11:00,16,,2.7,180,59,7.9,20.7
129,서산,2016-04-12 12:00,16.2,,2.7,250,58,7.9,21.6
129,서산,2016-04-12 13:00,18.1,,3.6,230,53,8.3,24.7
129,서산,2016-04-12 14:00,19.1,,3.6,230,41,5.5,25.4
129,서산,2016-04-12 15:00,19.1,,2.9,250,42,5.8,24.8
129,서산,2016-04-12 16:00,18.5,,3.2,250,43,5.6,21.3
129,서산,2016-04-12 17:00,17.6,,3.1,200,42,4.5,18.5
129,서산,2016-04-12 18:00,16.6,,2.2,200,41,3.2,15.7
129,서산,2016-04-12 19:00,14.5,,1.6,200,52,4.7,13.3
129,서산,2016-04-12 20:00,14,,.8,160,56,5.3,12.9
129,서산,2016-04-12 21:00,12.9,,.1,0,67,6.9,12.4
129,서산,2016-04-12 22:00,13,,.8,90,66,6.7,12.1
129,서산,2016-04-12 23:00,12.4,,.2,0,77,8.4,12
129,서산,2016-04-13 00:00,13,0,0,0,75,8.6,12.2
129,서산,2016-04-13 01:00,13.2,0,1,110,74,8.6,12.1
129,서산,2016-04-13 02:00,13.2,0,2.1,180,87,11,12.1
129,서산,2016-04-13 03:00,13.1,,.9,250,94,12.1,12.4
129,서산,2016-04-13 04:00,12.6,.5,.6,290,97,12.1,12.5
129,서산,2016-04-13 05:00,12.6,1,.6,290,97,12.1,12.6
129,서산,2016-04-13 06:00,13.1,,.6,90,97,12.6,12.7
129,서산,2016-04-13 07:00,13.1,.2,.8,20,97,12.6,12.9
129,서산,2016-04-13 08:00,13.1,.3,1.4,340,97,12.6,13.1
129,서산,2016-04-13 09:00,13.1,.1,1.5,70,97,12.6,13.7
129,서산,2016-04-13 10:00,13.4,,1.7,70,97,12.9,14.2
129,서산,2016-04-13 11:00,16,,3.5,90,97,15.5,20.9
129,서산,2016-04-13 12:00,18.2,,2.5,70,82,15,26.6
129,서산,2016-04-13 13:00,18.8,,3,360,80,15.2,27.5
129,서산,2016-04-13 14:00,19,,1.3,50,74,14.2,27.7
129,서산,2016-04-13 15:00,21.1,,1.5,340,69,15.1,28
129,서산,2016-04-13 16:00,20.5,,1.4,360,63,13.2,25.9
129,서산,2016-04-13 17:00,20.8,,2.3,340,64,13.7,21.7
129,서산,2016-04-13 18:00,18.6,,2.5,340,78,14.6,19.1
129,서산,2016-04-13 19:00,16.4,,.8,340,85,13.8,16.5
129,서산,2016-04-13 20:00,14.2,,.8,200,95,13.4,14.6
129,서산,2016-04-13 21:00,13.3,,1.7,160,97,12.8,13.5
129,서산,2016-04-13 22:00,12.1,,1.7,180,97,11.6,12.7
129,서산,2016-04-13 23:00,10.3,,1.4,230,97,9.8,12.6
129,서산,2016-04-14 00:00,9.8,,1.2,160,97,9.3,12.4
129,서산,2016-04-14 01:00,9.6,,.1,0,97,9.1,12.5
129,서산,2016-04-14 02:00,9.5,,2,200,97,9,12.2
129,서산,2016-04-14 03:00,9.5,,.3,0,97,9,12.1
129,서산,2016-04-14 04:00,7.9,,1.3,50,97,7.4,11.6
129,서산,2016-04-14 05:00,8.6,,0,0,97,8.1,11.6
129,서산,2016-04-14 06:00,9,,.4,0,97,8.5,11.6
129,서산,2016-04-14 07:00,9.3,,1.7,180,97,8.8,11.7
129,서산,2016-04-14 08:00,9.2,,1.9,230,97,8.7,12.1
129,서산,2016-04-14 09:00,8.8,,1.8,250,97,8.3,12.4
129,서산,2016-04-14 10:00,9,,2.1,250,97,8.5,13.2
129,서산,2016-04-14 11:00,9.7,,2.2,230,97,9.2,14.7
129,서산,2016-04-14 12:00,11.4,,1.9,250,97,10.9,16.3
129,서산,2016-04-14 13:00,12.3,,2.4,290,89,10.5,17.9
129,서산,2016-04-14 14:00,13.3,,1.6,340,80,9.9,24.2
129,서산,2016-04-14 15:00,15.9,,1.8,230,71,10.6,24.8
129,서산,2016-04-14 16:00,17.8,,1.8,250,66,11.3,23.3
129,서산,2016-04-14 17:00,16.9,,3.2,230,73,12,19.8
129,서산,2016-04-14 18:00,15.7,,2.9,200,79,12,16.5
129,서산,2016-04-14 19:00,12.4,,2.4,180,92,11.1,13.8
129,서산,2016-04-14 20:00,9.1,,2,200,97,8.6,11.8
129,서산,2016-04-14 21:00,8.4,,1.2,160,97,7.9,11.9
129,서산,2016-04-14 22:00,8,,.5,270,97,7.5,11.8
129,서산,2016-04-14 23:00,7.5,,.5,320,97,7,11.5
129,서산,2016-04-15 00:00,7.1,,.7,250,97,6.6,11.1
129,서산,2016-04-15 01:00,6.8,,.9,200,97,6.3,10.7
129,서산,2016-04-15 02:00,6.2,,.6,140,97,5.7,10.5
129,서산,2016-04-15 03:00,5.8,,1.2,200,97,5.3,10.1
129,서산,2016-04-15 04:00,5.6,,.7,290,97,5.1,10.1
129,서산,2016-04-15 05:00,5.3,,.5,20,97,4.8,9.6
129,서산,2016-04-15 06:00,4.5,,1.9,50,97,4,8.2
129,서산,2016-04-15 07:00,4.5,,2.1,50,97,4,8.3
129,서산,2016-04-15 08:00,5.5,,1.6,50,97,5,11
129,서산,2016-04-15 09:00,8.3,,1.7,180,97,7.8,15.3
129,서산,2016-04-15 10:00,11.4,,1.3,250,97,10.9,20.8
129,서산,2016-04-15 11:00,16.2,,1.7,250,66,9.8,25.4
129,서산,2016-04-15 12:00,19.9,,3.6,180,43,6.9,26.9
129,서산,2016-04-15 13:00,20.8,,4.8,200,29,2,27.6
129,서산,2016-04-15 14:00,21.5,,4.3,180,34,4.9,28.2
129,서산,2016-04-15 15:00,21.9,,4.9,230,28,2.5,27.4
129,서산,2016-04-15 16:00,20.8,,4.5,230,33,3.9,24.5
129,서산,2016-04-15 17:00,18.8,,4.3,250,43,5.9,21
129,서산,2016-04-15 18:00,17,,3.5,230,48,5.8,17
129,서산,2016-04-15 19:00,15.2,,2,200,55,6.2,14.4
129,서산,2016-04-15 20:00,12.8,,1.9,200,71,7.6,12.7
129,서산,2016-04-15 21:00,11,,.4,0,84,8.3,11.6
129,서산,2016-04-15 22:00,10.1,,.4,0,86,7.8,10.6
129,서산,2016-04-15 23:00,9.6,,.7,50,90,8,10.1
129,서산,2016-04-16 00:00,9,,.4,0,94,8,9.6
129,서산,2016-04-16 01:00,8.5,,1,50,94,7.5,9.1
129,서산,2016-04-16 02:00,8.4,,1,360,96,7.7,8.7
129,서산,2016-04-16 03:00,9,,1.1,20,86,6.7,8.5
129,서산,2016-04-16 04:00,10.6,,2,50,80,7.2,8.5
129,서산,2016-04-16 05:00,10,,1,360,86,7.7,8.3
129,서산,2016-04-16 06:00,8.6,,.7,20,93,7.5,7.7
129,서산,2016-04-16 07:00,9,,.4,0,89,7.2,8.1
129,서산,2016-04-16 08:00,13.3,,.6,360,78,9.5,12.4
129,서산,2016-04-16 09:00,16.8,,1.4,110,52,6.8,14.7
129,서산,2016-04-16 10:00,19,,2.4,160,46,7.1,16.4
129,서산,2016-04-16 11:00,20.1,,4.3,180,58,11.5,18.3
129,서산,2016-04-16 12:00,19.8,,3.2,140,61,12,16.8
129,서산,2016-04-16 13:00,19.9,,3.6,140,62,12.3,17.4
129,서산,2016-04-16 14:00,20.2,0,4.3,160,63,12.9,17.3
129,서산,2016-04-16 15:00,19.6,0,4.9,140,65,12.8,17
129,서산,2016-04-16 16:00,17.7,0,4.1,140,79,14,15.4
129,서산,2016-04-16 17:00,15.5,1.6,2.5,110,93,14.3,14.5
129,서산,2016-04-16 18:00,14.9,3,4,90,97,14.4,14.1
129,서산,2016-04-16 19:00,13.5,5.8,3.3,70,97,13,13.5
129,서산,2016-04-16 20:00,13.4,3.8,3.4,70,97,12.9,13.2
129,서산,2016-04-16 21:00,15.3,1.6,4.7,140,97,14.8,13.8
129,서산,2016-04-16 22:00,15.6,7.5,3.7,180,97,15.1,14.3
129,서산,2016-04-16 23:00,15.4,8.4,7.3,180,97,14.9,14.8
