 format: day,hour,forecast,value  location:51_109 Start : 20160301 
9,800,7,2.9
9,800,10,3.8
9,800,13,2.8
9,800,16,2.9
9,800,19,4.9
9,800,22,5.7
9,800,25,5.7
9,800,28,4.8
9,800,31,2.8
9,800,34,2.9
9,800,37,2.8
9,800,40,2.8
9,800,43,3.9
9,800,46,4.7
9,800,49,4.9
9,800,52,3.9
9,800,55,1.9
9,1100,4,2.9
9,1100,7,3.8
9,1100,10,2.8
9,1100,13,2.9
9,1100,16,4.9
9,1100,19,5.7
9,1100,22,5.7
9,1100,25,4.8
9,1100,28,2.8
9,1100,31,2.9
9,1100,34,2.8
9,1100,37,2.8
9,1100,40,3.9
9,1100,43,4.7
9,1100,46,4.9
9,1100,49,3.9
9,1100,52,1.9
9,1400,4,3.8
9,1400,7,2.8
9,1400,10,2.9
9,1400,13,4.9
9,1400,16,5.7
9,1400,19,5.7
9,1400,22,4.8
9,1400,25,2.8
9,1400,28,2.9
9,1400,31,2.8
9,1400,34,2.8
9,1400,37,3.9
9,1400,40,4.7
9,1400,43,4.9
9,1400,46,3.9
9,1400,49,1.9
9,1700,4,2.8
9,1700,7,2.9
9,1700,10,4.9
9,1700,13,5.7
9,1700,16,5.7
9,1700,19,4.8
9,1700,22,2.8
9,1700,25,2.9
9,1700,28,2.8
9,1700,31,2.8
9,1700,34,3.9
9,1700,37,4.7
9,1700,40,4.9
9,1700,43,3.9
9,1700,46,1.9
9,2000,4,2.8
9,2000,7,4.9
9,2000,10,5.7
9,2000,13,5.7
9,2000,16,3.8
9,2000,19,3.7
9,2000,22,2
9,2000,25,2.1
9,2000,28,2.8
9,2000,31,3
9,2000,34,4.8
9,2000,37,5.7
9,2000,40,3.9
9,2000,43,1.9
9,2000,46,2
9,2000,49,2
9,2000,52,1.9
9,2000,55,4
9,2000,58,6.6
9,2000,61,3.8
9,2000,64,2.9
9,2000,67,1.9
9,2300,4,4.9
9,2300,7,5.7
9,2300,10,5.7
9,2300,13,3.8
9,2300,16,3.7
9,2300,19,2
9,2300,22,2.1
9,2300,25,2.8
9,2300,28,3
9,2300,31,4.8
9,2300,34,5.7
9,2300,37,3.9
9,2300,40,1.9
9,2300,43,2
9,2300,46,2
9,2300,49,1.9
9,2300,52,4
9,2300,55,6.6
9,2300,58,3.8
9,2300,61,2.9
9,2300,64,1.9
10,200,4,5.7
10,200,7,5.7
10,200,10,3.9
10,200,13,3.7
10,200,16,2
10,200,19,2.1
10,200,22,2.8
10,200,25,3
10,200,28,4.9
10,200,31,5.7
10,200,34,3.9
10,200,37,1.9
10,200,40,2
10,200,43,2
10,200,46,1.9
10,200,49,4
10,200,52,6.6
10,200,55,3.8
10,200,58,2.9
10,200,61,1.9
10,500,4,5.7
10,500,7,3.9
