 format: day,hour,forecast,value  location:51_109 Start : 20160301 
10,1700,13,31
10,1700,16,36
10,1700,19,62
10,1700,22,67
10,1700,25,68
10,1700,28,73
10,1700,31,61
10,1700,34,47
10,1700,37,42
10,1700,40,50
10,1700,43,68
10,1700,46,70
10,2000,4,47
10,2000,7,31
10,2000,10,31
10,2000,13,36
10,2000,16,62
10,2000,19,67
10,2000,22,68
10,2000,25,73
10,2000,28,61
10,2000,31,47
10,2000,34,42
10,2000,37,49
10,2000,40,68
10,2000,43,70
10,2000,46,77
10,2000,49,79
10,2000,52,75
10,2000,55,56
10,2000,58,62
10,2000,61,58
10,2000,64,80
10,2000,67,78
10,2300,4,31
10,2300,7,31
10,2300,10,36
10,2300,13,62
10,2300,16,67
10,2300,19,68
10,2300,22,73
10,2300,25,61
10,2300,28,47
10,2300,31,42
10,2300,34,49
10,2300,37,68
10,2300,40,70
10,2300,43,77
10,2300,46,79
10,2300,49,75
10,2300,52,56
10,2300,55,62
10,2300,58,58
10,2300,61,80
10,2300,64,78
11,200,4,31
11,200,7,36
11,200,10,62
11,200,13,67
11,200,16,68
11,200,19,73
11,200,22,61
11,200,25,47
11,200,28,42
11,200,31,49
11,200,34,68
11,200,37,70
11,200,40,77
11,200,43,79
11,200,46,75
11,200,49,56
11,200,52,62
11,200,55,58
11,200,58,80
11,200,61,78
11,500,4,36
11,500,7,62
11,500,10,67
11,500,13,68
11,500,16,73
11,500,19,61
11,500,22,47
11,500,25,42
11,500,28,49
11,500,31,68
11,500,34,70
11,500,37,77
11,500,40,79
11,500,43,75
11,500,46,56
11,500,49,62
11,500,52,58
11,500,55,80
11,500,58,78
11,800,4,62
11,800,7,67
11,800,10,68
11,800,13,73
11,800,16,62
11,800,19,47
11,800,22,42
11,800,25,50
11,800,28,68
11,800,31,70
11,800,34,76
11,800,37,79
11,800,40,74
11,800,43,56
11,800,46,62
11,800,49,58
11,800,52,80
11,800,55,78
11,1100,4,67
11,1100,7,68
11,1100,10,73
11,1100,13,62
11,1100,16,47
11,1100,19,42
11,1100,22,50
11,1100,25,68
11,1100,28,70
11,1100,31,76
11,1100,34,79
11,1100,37,74
11,1100,40,56
11,1100,43,62
11,1100,46,58
11,1100,49,80
11,1100,52,78
11,1400,4,68
11,1400,7,73
11,1400,10,62
11,1400,13,47
11,1400,16,42
11,1400,19,50
11,1400,22,68
11,1400,25,70
11,1400,28,76
11,1400,31,79
11,1400,34,74
11,1400,37,56
11,1400,40,62
11,1400,43,58
11,1400,46,80
11,1400,49,78
11,1700,4,73
11,1700,7,62
11,1700,10,47
11,1700,13,42
11,1700,16,50
11,1700,19,68
11,1700,22,70
11,1700,25,76
11,1700,28,79
11,1700,31,74
11,1700,34,56
11,1700,37,62
11,1700,40,58
11,1700,43,80
11,1700,46,78
11,2000,4,62
11,2000,7,47
11,2000,10,42
11,2000,13,50
11,2000,16,68
11,2000,19,70
11,2000,22,77
11,2000,25,79
11,2000,28,75
11,2000,31,56
11,2000,34,62
11,2000,37,58
11,2000,40,80
11,2000,43,78
11,2000,46,89
11,2000,49,94
11,2000,52,78
11,2000,55,35
11,2000,58,27
11,2000,61,35
11,2000,64,56
11,2000,67,68
11,2300,4,47
11,2300,7,42
