 format: day,hour,forecast,value  location:52_110 Start : 20160301 
5,800,16,85
5,800,19,65
5,800,22,50
5,800,25,50
5,800,28,70
5,800,31,75
5,800,34,80
5,800,37,80
5,800,40,65
5,800,43,50
5,800,46,60
5,800,49,75
5,800,52,85
5,800,55,90
5,1100,4,95
5,1100,7,90
5,1100,10,90
5,1100,13,85
5,1100,16,65
5,1100,19,50
5,1100,22,50
5,1100,25,70
5,1100,28,75
5,1100,31,80
5,1100,34,80
5,1100,37,65
5,1100,40,50
5,1100,43,60
5,1100,46,75
5,1100,49,85
5,1100,52,90
5,1400,4,90
5,1400,7,90
5,1400,10,85
5,1400,13,65
5,1400,16,50
5,1400,19,50
5,1400,22,70
5,1400,25,75
5,1400,28,80
5,1400,31,80
5,1400,34,65
5,1400,37,50
5,1400,40,60
5,1400,43,75
5,1400,46,85
5,1400,49,90
5,1700,4,90
5,1700,7,85
5,1700,10,65
5,1700,13,50
5,1700,16,50
5,1700,19,70
5,1700,22,75
5,1700,25,80
5,1700,28,80
5,1700,31,65
5,1700,34,50
5,1700,37,60
5,1700,40,75
5,1700,43,85
5,1700,46,90
5,2000,4,85
5,2000,7,65
5,2000,10,50
5,2000,13,50
5,2000,16,70
5,2000,19,75
5,2000,22,90
5,2000,25,90
5,2000,28,70
5,2000,31,55
5,2000,34,65
5,2000,37,75
5,2000,40,85
5,2000,43,95
5,2000,46,95
5,2000,49,95
5,2000,52,70
5,2000,55,45
5,2000,58,40
5,2000,61,45
5,2000,64,60
5,2000,67,80
5,2300,4,65
5,2300,7,50
5,2300,10,50
5,2300,13,70
5,2300,16,75
5,2300,19,90
5,2300,22,90
5,2300,25,70
5,2300,28,55
5,2300,31,65
5,2300,34,75
5,2300,37,85
5,2300,40,95
5,2300,43,95
5,2300,46,95
5,2300,49,70
5,2300,52,45
5,2300,55,40
5,2300,58,45
5,2300,61,60
5,2300,64,80
6,200,4,45
6,200,7,55
6,200,10,70
6,200,13,75
6,200,16,85
6,200,19,85
6,200,22,70
6,200,25,60
6,200,28,65
6,200,31,75
6,200,34,85
6,200,37,95
6,200,40,95
6,200,43,90
6,200,46,70
6,200,49,45
6,200,52,40
6,200,55,45
6,200,58,55
6,200,61,65
6,500,4,55
6,500,7,70
6,500,10,75
6,500,13,85
6,500,16,85
6,500,19,70
6,500,22,60
6,500,25,65
6,500,28,75
6,500,31,85
6,500,34,95
6,500,37,95
6,500,40,90
6,500,43,70
6,500,46,45
6,500,49,40
6,500,52,45
6,500,55,55
6,500,58,65
6,800,4,70
6,800,7,80
6,800,10,80
6,800,13,80
6,800,16,65
6,800,19,60
6,800,22,65
6,800,25,75
6,800,28,85
6,800,31,90
6,800,34,95
6,800,37,90
6,800,40,80
6,800,43,50
6,800,46,40
6,800,49,45
6,800,52,55
6,800,55,55
6,1100,4,80
6,1100,7,80
6,1100,10,80
6,1100,13,65
6,1100,16,60
6,1100,19,65
6,1100,22,75
6,1100,25,85
6,1100,28,90
6,1100,31,95
6,1100,34,90
6,1100,37,80
6,1100,40,50
6,1100,43,40
6,1100,46,45
6,1100,49,55
6,1100,52,55
6,1400,4,80
6,1400,7,80
6,1400,10,65
6,1400,13,60
6,1400,16,65
6,1400,19,75
6,1400,22,85
6,1400,25,90
6,1400,28,95
6,1400,31,90
6,1400,34,80
6,1400,37,50
6,1400,40,40
6,1400,43,45
6,1400,46,55
6,1400,49,55
6,1700,4,80
6,1700,7,65
6,1700,10,60
6,1700,13,65
6,1700,16,75
6,1700,19,85
6,1700,22,90
6,1700,25,95
6,1700,28,90
6,1700,31,80
6,1700,34,50
6,1700,37,40
6,1700,40,45
6,1700,43,55
6,1700,46,55
6,2000,4,65
6,2000,7,50
6,2000,10,50
6,2000,13,50
6,2000,16,65
6,2000,19,75
6,2000,22,75
6,2000,25,70
6,2000,28,60
